"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
28,"2019-07-04","Legion","Essence",4,2,13.1802,2,59,27.05556,4,8,4,4,3,6,10,3,8,1.95,1,3,5,15,4,12.1403,4,5,0.46,0.47,0.46,0.46,0.46,0.46,0.57,0.47,0.66,0.59515,0.77,1,0.94505,4,1,0.96,1,0.92,0.8,0.59,1,0.94505,0.65051,1,1,0.46,0.47,0.94505,1,2,1,5,1,16,5,1,4,1,1,1,4,2,1,3,1,1,1,1,5,0.47,0.47,0.8001,0.47,0.46,0.5,0.46,0.47,0.47,0.47,0.46,0.86,0.87,0.85,0.47505,0.48,0.47,0.46,0.46,0.46,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.47,0.46,0.46,0.46,0.46
29,"2019-07-05","Legion","Essence",4,2,13,2,58.59005,27,4,8,3,4,3,6,11,3,8,2,1,3,5,14,3.52,12,4,5,0.48,0.49,0.48,0.48,0.48,0.48,0.49,0.49,0.5001,1,0.48,1,0.5,4,1,0.5,1,0.56,0.48,0.48,0.56005,0.48,0.57005,0.7901,0.48,0.5,0.48,0.48,1,2,1,4,1,16,4,1,4,1,1,1,4,2,1,3,1,1,1,1,5,0.83,0.48,0.5,0.48,0.76005,0.49,0.48,0.48005,0.49,0.7,0.48,0.49,0.51005,0.49005,0.49,0.48,0.48,0.48,0.5,0.48,0.48005,0.49,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.5
30,"2019-07-06","Legion","Essence",4,1,13,2,60,27,4,8,3,4,3,6,11,3,8,2,1,3,5,14.35025,4,13.76096,4,5,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.91005,0.5801,0.64005,0.62,1,0.86,5,1,0.51,1,1,0.51,0.51,0.99,0.51,0.95,1,0.51,0.61005,0.51,1,1,1.01,1,4,1,17,4.48005,1,3.45015,1,1,1,4,3,1,3,1,1,1,1,5,0.88,0.8101,0.55,0.8203,0.60005,1,1,0.51,0.51,0.51,0.51,0.51,0.62005,0.98005,0.96,0.61005,0.89,0.51,0.51,0.51,0.53,0.91005,0.51,0.51,0.64015,0.51,0.51,0.51,0.51,0.51,0.51,0.51
31,"2019-07-07","Legion","Essence",4,1,13,2,72.53556,28.26505,4,8,3,4,3,6,10.37525,3,8,2,1,3,5,15,4,13,4,5,0.52,0.53,0.74515,0.52,0.52,0.52,0.52,0.52,0.52,0.53,0.52,1,0.91515,5,1,0.64,1,1,0.52,0.53,1,0.71515,0.53,1,0.52,0.53,0.52,0.5702,1,1.1903,1,4,1,18,5,1,4,1,1,1,3,3,1,3,1,1,1,1,5,0.6,0.52505,0.52,0.64,0.52,0.55,0.65505,0.52,0.53,0.53,1,0.53,1,0.52,0.70505,0.8604,0.90596,0.66,0.52,0.52,0.52,0.53,0.58,0.53,0.53,0.53,0.61505,0.5602,0.52,0.52,0.52,0.52505
32,"2019-07-08","Legion","Essence",3,1,14,1.6402,74,37.24222,3,8,3,3.92,3,6,11,3,7,2,1,3,5,15,4,14,4,5,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,1,0.54,1,0.54,5,1,0.92,1,0.54,0.54,0.54,0.9,0.6,0.54,1,0.68,0.54,1,1,1,1,1,4,1,19,5,1,4,1,1,1,3,3,1,3,1,1,1,1,6,0.54,0.58,0.93005,0.76015,1,0.66,0.95005,0.54,0.54,0.54,0.54,0.54,0.6001,0.71,1,0.54,0.54,0.73005,0.54,0.99,0.54,0.54,0.54,0.8,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54
33,"2019-07-09","Legion","Essence",3,1,13,2,73.71051,35,4,8,3.08091,4,3,6,10.30025,3,7,2,1,3,5,17,3,11.86025,4,5,0.56,0.58,0.56,0.56,0.59005,0.56,0.6,0.56,0.56,1,0.6601,1,0.7001,5,1,0.57,1,0.59,0.57,0.5901,1,0.58,0.61,1,0.7202,1,0.56,0.9,1,2,1,4,1,19.86005,6,1,3.35076,1,1,1,4,3,1,3,1,1,1,1,6,0.88015,0.6,0.59,0.91015,1,0.73025,1,0.56,1,0.57,0.56,0.63005,0.92,0.8401,1,0.56005,0.56,0.6,0.59,0.9101,1,0.56,0.57,1,1,0.56,0.56,0.57,0.56,0.56,0.57005,0.56
34,"2019-07-10","Legion","Essence",3,1,13,1,73.65126,33,4,8,4,3.09,3,6,11.38005,3,8,1.89005,1,3,5,17,3,12,4,5,0.61,0.61,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.62,0.62,1,0.61,5,1,0.7301,1,0.62,0.62,0.61,1,1,0.61,1,0.66005,0.61,0.61,0.97005,1.50005,1.98,1,4,1,19,5,1,4,1,1,1,3,3,1,3,1,1,1,1.83,5,0.61,0.93005,0.63,0.93,0.62,0.90005,1,0.70005,1,1,1,0.61005,0.63,1,0.95015,0.7904,0.61,0.61,0.64,0.61,0.62,0.71,0.61,0.61,0.94005,0.61,0.62,0.61,0.61,0.75,0.61,0.61
35,"2019-07-11","Legion","Essence",3,1,13,1,75,34,4,8,4,3.32,3,6,13,3,8,2,1,3,5,18,3,12,4,5,0.64,0.63,0.64,0.93515,0.64,0.63,0.64,0.64,0.65,0.66,0.64,1,0.65,6,1,0.65,1,0.69,0.64,0.66,1,1,0.65,1,0.82505,0.91515,0.64,0.81,1.5,1.99,1,4,1,20,5.6602,1,3,1,1,1,3,3,1,3,1,1,1,1,5,0.65,1,0.90515,0.65,0.64,0.87505,0.64,1,0.65,1,1,0.65,0.8101,0.64,1,0.6601,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.63,0.64
36,"2019-07-12","Legion","Essence",3,1,14,1,75,30,4,8,4,3,3,6,13,2,8,2,1,3,5,20,3,12.40025,4,5,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.64,0.63,1,1,5.0103,1,0.63,1,1,0.64,0.62,1,1,0.63,0.63,0.64,0.62,0.67005,0.97,1.14015,2,1,3.94005,1,21,7,1,3.8,1,1,1,3,3,1,3,1,1,1,1.81005,6,0.62,0.6801,1,0.62,0.76035,0.64,0.62,0.62,0.64,0.62,0.64,0.62,0.62,0.63,0.62,0.91,0.70005,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.6,0.62
37,"2019-07-13","Legion","Essence",3,1,13,1,72,29.18687,4,8,4,3,3,6,13,3,8,2,1,3,5,20,3,12.38071,4,5,0.62,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.89515,0.63515,1,0.62,5,1,1,1,0.7904,0.63,0.62,1,0.94,1,0.98,0.62,0.69515,0.82525,0.62,1,2,1,4,1,20,6,1,4,1,1,1,3,3,1,3,1,1,1,2,6,0.93,0.82,0.62,0.97505,0.62,0.94505,0.62,1,0.62,0.62,0.98,0.99,0.96,0.94505,0.62,0.62,0.62,0.62,0.95,0.6704,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.87,0.62,0.62,0.6,0.62
38,"2019-07-14","Legion","Essence",3,1,13,1,70,25,3,7,4,3,3,6,14,3,8,2,1,3,5,20,3,12,4,5,0.6,0.6,0.62,0.61,0.62,0.62,0.62,0.62,0.62,0.8801,1,1,0.62,5,1,0.88,1,0.62,0.62,0.62,0.9001,1,1,1,0.62,0.62,0.62,0.62,1,1,1,3,1,20,5,1,3.3303,1,1,1,3,3,1.8201,3,1,1,1,1.03505,6,0.62,0.62,1,0.83,0.62,0.62,0.62,0.7002,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,1,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.61,0.62,0.62,0.62,0.56,0.62
39,"2019-07-15","Legion","Essence",3,1,12,1,70,25,3,8,4,3,3,6,14,3,7.6201,2,1,3,5,20,3,13,4,5,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,1,0.61,1,0.61,5,1,0.7703,1,0.61,0.61,0.61,0.61,1,0.61,0.61,0.61,0.61,0.61,1,1,1,1,4,1,20,5,1,3,1,1,1,3,3,1,3,1,1,1,1,5,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,1,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61
40,"2019-07-16","Legion","Essence",3,1,11.6101,1,74,29.99005,4,8,4,3,3,6,13,3,7.3,2,1,3,5,19,3,14.4803,4,5,0.6,0.6,0.59,0.6,0.6,0.6,0.6,0.6,0.6,1,0.6,1,0.6,5,1,0.6,1,0.85015,0.6,0.61,0.6,1,0.6,0.7501,0.6,0.8501,0.6,1,1,1,1,3.13066,1,20,5,1,3,1,1,1,3,3,1,3,1,1,1,2,5.73,0.8701,0.6,1,0.93005,0.6,1,0.73005,0.6,0.6,0.86025,1,1,0.6001,0.94005,0.6,0.66005,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.74,0.6,0.6,0.6,0.6,0.6
41,"2019-07-17","Legion","Essence",3,1,12,1,74,30,4,7,4,3,3,5.95,14,3,7,2,1,3,5,19,3,14.94525,5,7,0.6,0.59,0.59,0.59,0.59,0.6,0.6,0.59,0.59,0.6,0.9,1,1,5,1,1,1,1,1,1,1,1,0.85,0.59,1,0.59,0.81,0.6,1,2,1,3.02525,1,20,6.39071,1,3,1,1,1,3,4,1,3,1,1,1,2,6,0.7001,0.90505,0.98,0.79525,0.97,0.6,1,0.6,0.92,0.71,0.8901,1,1,1,0.82,0.78,1,0.62515,1,0.62505,0.6,0.9,0.79505,0.59,0.59,0.59,0.98505,0.59,0.59,0.59,0.56,0.59
42,"2019-07-18","Legion","Essence",3,1,11,1,73,30,4,7.28025,4,3,3,5.93,19,3,7,2,1,3,5,19,3,12.72071,5,7,1,0.58,0.58,0.58,0.58,0.59,0.59,0.58,0.7001,1,0.59,1,0.68005,5,1,1,1,1,1,0.81,1,1,0.64005,1,1,0.58005,0.59,1,1,2,1,3,1,20,7,1,2.92,1,1,1,3,4,1,3,1,1,1,1.14,6,1,0.58,1,0.59,0.58,1,0.78,1,0.59,1,1,1,1,0.7,0.88,1,1,0.58,0.59,1,0.59,0.58,0.58,0.58,0.58,0.59,0.58,0.58,0.59025,0.56,0.58,0.58
43,"2019-07-19","Legion","Essence",3,1,11,1,70.7201,30,4,7,4,3,3,6,18.44566,3,7,2,1,3,5,20,4,13,5,6,0.59,0.57,0.57,0.57,0.57,0.63,0.57,0.57,0.57,0.57,0.57,1,1,5,1,1,1,0.61,0.57,0.57,1,1,0.57,0.57505,1,0.7,1,0.7,1,2,1,3,1,20,5.36869,1,3,1,1,1,3,4,1,3,1,1,1,1,7,1,0.99,1,0.99,0.57,0.57,0.72515,0.9201,0.57,0.57,0.57,0.94,1,0.57,0.57,0.77505,0.67,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.58,0.6,0.57,0.57,0.57,0.71,0.57
44,"2019-07-20","Legion","Essence",3,1,11,1,69.7201,30,4,7,4,3.97,3,5.77061,20,3,7,2,1,3,5,19,4,15,4,6,0.57,0.57,0.57,0.57,0.57,1,0.57,0.57,0.57,1,0.57,1,1,5,1,1,1,0.59,0.57,1,1,1,0.57,1,1,1,0.59,1,1.87015,2,1,3,1,20,5,1,3,1.06,1,1,4,4,1,3,1,1,1,1.00005,7,1,0.57,1,0.74005,0.58,0.68,0.58,1,0.57,0.57,0.90005,1,1,0.57,0.78015,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.69,0.57,0.57,0.57,0.57,0.57
45,"2019-07-21","Legion","Essence",3,1,10.19045,1,58.46071,33,4,7,4,4,3,5.1201,20,3,7,2,1,3,5,19,4,17,5,5.87066,0.57,0.57,0.57,0.52,0.56,0.57,0.57,0.57,0.57,1,0.57,1,0.69005,5,1,0.6904,1,0.57,0.9801,0.66,0.61005,1,0.66005,0.76,0.57,0.62045,0.57,0.57,2,1.00237,1,3,1,19,7,1.5601,2.55015,2,1,1,3.48,4,1,3,1,1,1,1.13045,7,0.6101,0.57,0.58,0.64,0.57,1,1,1,0.9401,0.57,0.84,1,0.57,0.57,0.61,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.84,0.57,0.57,0.57,0.57,0.55,0.57
46,"2019-07-22","Legion","Essence",3,1,11,1,64.40025,32.6304,4,7,3,3.53051,3,5,20,2.62,7,2,1,3,5,19,5,17,5,6,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,1,1,1,0.88,4.5202,1,1,1,0.83005,0.87005,0.55,0.91,1,0.55,0.55,0.68015,0.89005,0.9201,1,1,1,1,3,1,17,6.58015,1.87005,2,2,1,1,3,4,1,3,1,1,1,2,7,0.55,0.56,0.54,0.53,0.99,0.83005,1,0.55,0.55,0.54,0.55,0.55,0.54,0.73,0.87,0.84,0.53005,0.53,0.53,0.54,0.53005,0.54,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.55005
47,"2019-07-23","Legion","Essence",3,1,11,1,61.39111,30,4,7,3.95015,4,3,6,19.27015,3,7,2,1,3,5,19.43288,5,19,5,6,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,1,0.87015,1,0.89,5,1.5,1,1,0.9102,0.99,0.5,1,1,0.9701,0.99,0.95005,0.49,0.5301,1,1,1.98005,1,4,1,17.32015,5.3001,2,2.00051,1.54,1,1,3.88005,4,1.44,3,1,1,1,2,5,0.5,0.86,0.76,0.52,0.57,0.49,0.49,0.84,0.97,0.9201,0.49,0.5,0.49,0.49,0.95005,0.5,0.49,0.5,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.5,0.49,0.49,0.49,0.49,0.84
48,"2019-07-24","Legion","Essence",3,1,12,1,60,34,3.35005,7,4,4,3,6,19.1704,3,7.06066,2,1,3,5,20,4,22,5,7,0.48,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.48,1,1,1,1,4,2,0.8,1,0.97005,0.97,0.98,1,1,1,0.6003,1,1,0.5901,1,1,1.6801,1,3.45,1,17.43045,7,2,3,1.98,1,1,3,4,1,3,1,1,1,2,5,0.97,0.7701,0.48,0.77,0.49,0.49,0.98,1,1,0.98,0.48,0.48,0.54045,0.84025,0.76,0.48,0.73,0.49,0.49,0.48,0.48,0.49,0.48,0.48,0.48,0.48,0.73,0.49,0.48,0.48,0.48,0.97
49,"2019-07-25","Legion","Essence",3,1,12,1,60,35,4,8,4,4,3,6,20,3,8,2,1,3,5,21,4,22,5,7,0.48,0.5,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.9801,0.5,1,0.48005,4,2,0.96,1,1,0.48,0.49066,1,1,0.96005,1,0.68,0.5,0.48,1,1.60005,1,1,3,1,17.72,8,2,3,2,1,1,3,4,1,3,1,1,1,2,5.74025,0.48,0.52,0.48,0.48,0.48,0.89,0.48,1,1,1,0.48,0.48,1,1,1,0.48,0.48,0.48,0.48,0.48,0.49,1,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
50,"2019-07-26","Legion","Essence",3,1,12,1,63.41131,30.80005,3,8,4.8403,4,3,6,20,3,7.87066,2,1,3,5,20,4,21,5,7,0.51,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,1,0.46,3,1,1,1,0.5104,0.46,0.46,0.53,1,0.46,0.5301,0.46,0.46,0.46,0.91,1,1.66,1,3,1,17.2004,8,2,3,2,1,1,3,4,1,3,1,1,1,2,6,0.46,0.46,0.46,0.46,0.46,0.84,0.46,1,0.96,0.46,0.49,0.46,0.93,0.46,0.92,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
51,"2019-07-27","Legion","Essence",3,1,11,1,64,32.76,4,8,4,3,2.95005,6,20,3,7,2,1,3,5,20,4,22,4.7303,7,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.45,0.44,1,0.45,1,0.5501,3,1,1,1,1,0.44,0.44,0.98,1,0.45,0.45,0.44,0.45,0.46,0.44,1,2,1,3.11005,1,18,8.09045,2,3,2,1,1,3,4,1,3,1,1,1,2,6,0.44005,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.57,0.51005,0.44,0.44,0.44,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
52,"2019-07-28","Legion","Essence",3,1,11,1,64,33,4,8,4,3.96,3,5,20,3,7,2,1,3,5,20,4,22,4.12071,7,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.45,0.43,1,0.43,1,0.43,4,2,0.82,1,0.43,0.43,0.43,1,1,0.86,0.86,0.43,0.48,0.46,0.43,1,1,1,3,1,18,8,1,3,2,1,1,3,4,1,3,1,1,1,1,6,0.43,0.43,0.48,0.43,0.43,0.44,0.43,0.43,0.43,0.43,0.43,0.49,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43005,0.43,0.43,0.42,0.43,0.48,0.43,0.48,0.43,0.43,0.43,0.43
53,"2019-07-29","Legion","Essence",3,1,11.01505,1,60,33.8501,4,8,4,4,3,6,20,3,7,2,1,3,5,20,4,23,6,8,0.42,0.42,0.43505,0.42,0.48,0.42,0.43,0.43,0.42,1,0.47,1,0.87505,5,1.8601,1,1,0.47505,0.42,0.42,0.89,1,0.42,1,0.96,0.42,1,0.80525,1,1.26515,0.9801,3,1,18,8,1,3,1.59,1,1,4,3.16,1,3,1,1,1,1,6,0.98,0.42,0.74,0.51505,0.44,0.48,0.42,0.43,0.42,0.47,0.42,0.42,0.42,0.43,0.43,0.43,0.43,0.42505,0.42,0.42,0.42505,0.42,0.48,0.48,0.42,0.49,0.42,0.42,0.42,0.42,0.42,0.42
54,"2019-07-30","Legion","Essence",3,1,12,1,60,30.45515,4,8,5,4,3,6.85505,20,3,6.59566,2,1,3,5,21,4,23.15515,6,7,0.38,0.38,0.46,0.38,0.38,0.39,0.44,0.41,0.39,1,0.73,1,0.42545,3,1.27525,0.38,1,0.38,0.38,0.38,0.39,1,0.39,1,0.4501,0.38,0.38,1,1.16,1,1,3,1,17.66505,8,1,3,1.94515,1,1,4,3,1,2.4104,1,1,1,1,6.0401,1,0.38,0.95,1,0.49,0.38,0.39,1,0.49,1,0.38,0.38,0.47,0.49,0.39,0.45,0.39,0.39,0.39,0.48,0.46,0.38,0.41,0.49,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
55,"2019-07-31","Legion","Essence",3,1,12,1,60,34,4,8,4,4,3,7,22,3,7,2,1,3,5,25,4,25,5,6.15141,0.37,0.37,0.72,0.37,0.37,0.38,0.45,0.38,0.43,0.42005,0.47,1,0.37,3,1,0.37,1,0.37,0.37,0.38,0.37,1,0.4501,1,0.38,0.37,0.37,1,1.45,1,1,3,1,17,8,1,3,1,1,1,4,3.01,1,2,1,1,1,1,6,0.97,0.39,0.38,0.65,0.37,0.37,0.37,0.77035,0.48,0.92005,0.37,0.37,0.45,0.38,0.39,0.48005,0.62,0.38,0.38,0.45,0.37,0.38,0.47005,0.71,0.43,0.38,0.38,0.38,0.37,0.37,0.37,0.37
56,"2019-08-01","Legion","Essence",3,1,11.57106,1,60,32.6002,4,8,4,4,3,6,23,3,7,2,1,3,6,24,4,25,5.86015,7,0.35,0.37,0.72,0.35,0.35005,0.35,0.47,0.36,0.35,0.79,0.44005,1,0.36,2.05121,2,0.35,1,0.62005,0.36,0.37,0.37,1,0.36,0.36,0.35,0.36,0.41,0.5,1.38005,2,1,3,1,18,8,1,3,1,1,1,3,4,1,2,1,1,1,1,6,0.48,0.52015,0.83,0.4,0.36,0.36,0.35,0.66,0.4,0.8,0.36,0.36,0.35,0.35,0.36,0.47,0.49015,0.36005,0.77,0.35,0.35,0.66,0.64,0.39005,0.35,0.38,0.46,0.5,0.35,0.35,0.36,0.35
57,"2019-08-02","Legion","Essence",3,1,11,1,60,32.00015,3,8,4,4,3,6,23,3,7,2,1,3,5,24,4,25,5,7,0.33,0.48,0.75,0.33,0.48,0.33,0.72,0.38,0.49,0.48,0.47,1,0.73,4,2,0.33,1,0.6202,0.33,0.42005,1,1,0.34,0.97,0.33,0.33,0.72,0.49,1.67,1,1,3,1,18,9,1,4,1,1,1,3,5,1,3,1,1,1,1,7,0.33,0.82005,0.7,0.84,0.33,0.73,0.34,0.69,0.43005,0.36,0.5,0.49,0.33,0.47,0.5,0.48,0.4,0.4001,0.71,0.62,0.33,0.87005,0.72,0.76005,0.34,0.33,0.81,0.86005,0.33,0.33,0.4,0.33
58,"2019-08-03","Legion","Essence",3,1,11,1,60,30.3804,3,8,4,4,3,6,20,3,8,2,1,3,5,24,4,24.94015,5,6,0.33,0.47,0.67,0.33,0.48,0.33,0.33,0.33,0.41005,0.33,0.82,1,0.62,5,2,0.62015,1,1,0.33,0.75005,1,1,1,0.86,0.33,0.33,0.33,0.48,1,1.52,1,3,1,18,9,1,3,1,1,1,3,4,1,3,1,1,1,1,7,0.33,0.48,0.65,0.33,0.33,0.58,0.44,0.47,0.44005,0.33,0.4,0.33,0.33,0.48,0.33,0.48,0.33,0.35,0.33005,0.33,0.33,0.48,0.36,0.33,0.33,0.33,0.4,0.48,0.33,0.33,0.42,0.33
59,"2019-08-04","Legion","Essence",3,1,11.91,1,59,31.79,4,7,4,4,3,6,20,3.86505,8,2,1,3,5,24,4,25,5,7,0.32,0.87515,0.48,0.32,0.32,0.32,0.32,0.32,0.32,0.32,1,1,1,4,1,1,1,1,0.32,1,0.74,1,1,1,1,0.65,0.32,0.32,1,1,1,3,1,19,9,1,3,1,1,1,3,4,2,3,1,1,1,1,7,0.4101,1,0.3502,0.33,0.32,0.48,0.7901,0.32,0.48,0.32,0.95,0.32,0.32,0.93,0.32,0.4701,0.32,0.86505,0.32,0.5,0.32,0.42525,0.32,0.32,0.32,0.32,0.46,0.44,0.32,0.32,0.32,0.32
60,"2019-08-05","Legion","Essence",3,1,12,1,59,32,4,7,4,4,3,6,20,3,8,2,1,3,5,23,4,26.44515,5,6,0.31,0.8,0.31,0.31505,0.41,0.31,0.48,0.31,0.31,0.9801,0.31,1,0.56515,3,1,1,0.56,1,0.31,0.37,0.69,1,0.32,0.96,0.8201,0.62,0.6,0.31,1,1,1,3,1,19,9,1,3,1,1,1,3,5,2,3,1,1,1,1,6,0.38,0.83,0.32,0.37,0.31,0.31,0.6402,0.31,0.31,0.31,0.39,0.31,0.31,0.3301,0.31,1,0.31,0.91,0.31,0.55,0.31,0.32,0.32505,0.31,0.35,0.32,0.5,0.42,0.31,0.32,0.31,0.31
61,"2019-08-06","Legion","Essence",3,1,13,1,58.07015,34,4,7,4,4,3,6,20,3,8,2,1,3,5,24,5,25,5,6,0.3,0.53,0.3,0.3,0.3,0.3,0.47,0.3,0.31,1,0.3,1,0.43005,4,1,0.97,0.31,0.99,0.7102,0.86,0.97,1,0.86,1,0.8,0.47,0.64,0.48,2,1.15,1,3,1,16,9,1,3,1,1,1,3,5,1,2,1,1,1,1,7,0.47,0.3,0.87,0.56015,0.3,0.3,0.57,0.3,0.3,0.3,0.38,0.3,0.3,0.3,0.3,1,0.32,0.3,0.31005,0.3,0.3,0.44,0.3,0.47,0.4,0.3,0.35,0.34,0.3,0.3,0.3,0.3
62,"2019-08-07","Legion","Essence",3,1,17.69015,1,59.61172,34,4,7,4,4,3,6,20.68,3,8,2,1,3,5,25,5,25,6,8,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0.3,0.5,1,0.47,1,0.51,4,1,0.49,1,0.5501,1,1,1,1,0.97,1,1,0.3,0.48,0.91,1,1.55,1,4,1,15,9,2,2,1.5,1,1,3,5,1.00015,2.34025,1,1,1,1,6,0.3,0.38,0.48,0.61,0.47,0.3,0.3,0.3,0.47,0.3,0.3,0.3,0.3,0.3,0.3,0.72005,0.3,0.3,0.3,0.33,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
