"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
17,"2019-06-23","Legion HC","Currency",1,0.08,0.07856,0.125,200,8,5,7,3,0.3125,0.11364,14,78,0.98552,0.45458,0.14261,2.4,3,4565.54348,2.71587,0.3125,0.1657,16,0.05,0.07692,0.57064,0.45455,0.33333,0.06667,0.05384,0.43141,0.025,0.14885,0.33333,4.63615,1,1,3.54567,7,234,1,0.8543,0.02623,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2019-06-24","Legion HC","Currency",1,0.07815,0.07988,0.11111,190,8,5,6.89694,3,0.30843,0.11364,14,76,0.99816,0.4,0.14286,2.29662,3,4558.4,2.82424,0.3125,0.16643,16,0.05,0.07692,0.56981,0.47612,0.33333,0.06667,0.0625,0.41667,0.03285,0.14286,0.35284,4,1,1,3.5955,7.68921,159.6,0.9916,0.75,0.02857,0,8.24188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2019-06-25","Legion HC","Currency",1,0.08071,0.07708,0.11111,179.75,8,5,6,3,0.30303,0.11364,14,71.27782,1,0.43863,0.14286,2.4,3,4305.75,2,0.31249,0.16393,15.53334,0.05,0.08131,0.55556,0.47619,0.35714,0.07065,0.05,0.40716,0.025,0.14286,0.35,4,1,1,3.5,7.95455,0,0.78728,0.75,0.02778,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2019-06-26","Legion HC","Currency",1,0.07753,0.07692,0.11111,175,8,5,5,3,0.29412,0.11628,14,70,1,0.41667,0.1417,2.5,3,4452.7,2.28098,0.30303,0.16667,16,0.05,0.07942,0.57143,0.47619,0.36342,0.0625,0.04585,0.39998,0.025,0.14286,0.35,4.90349,1,1,3,8,284,0.787,0.72777,0.02778,0,9.30707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2019-06-27","Legion HC","Currency",1.2429,0.06667,0.07692,0.10818,168.93671,7.27,5,5,3,0.27778,0.1172,14,72,1,0.4,0.14286,2,2.9142,4469.93199,3,0.29412,0.16667,16,0.0524,0.08011,0.57143,0.47619,0.33333,0.0625,0.04128,0.38462,0.03673,0.14286,0.34483,4,1,1,3.5,9,295.848,1,0.75,0.02792,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2019-06-28","Legion HC","Currency",1,0.07143,0.06667,0.1,144.23784,7,5,5,3,0.26957,0.11765,14,71.93599,1,0.4,0.14286,2,3,4629.19237,3,0.29412,0.16667,16,0.04808,0.08292,0.58333,0.45455,0.33333,0.0625,0.04315,0.36364,0.0325,0.14286,0.33333,5,1,1,3.872,9,281.75723,0.99439,0.75,0.02778,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2019-06-29","Legion HC","Currency",1.06454,0.0762,0.06403,0.1,140,7.1703,5,5,3,0.26923,0.11905,13.5,72.424,1,0.4,0.14286,1.9,3,4656.14646,3,0.29412,0.16667,17,0.04824,0.08197,0.58333,0.47619,0.32258,0.0625,0.04,0.35714,0.02305,0.14286,0.33333,5,1,1,4,8,257.96025,0.99214,0.77282,0.025,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2019-06-30","Legion HC","Currency",1.09675,0.06995,0.06227,0.1,138,8,5,5,3,0.2639,0.11905,14,73,1,0.4,0.14286,1.9,2.77197,5409.3,2.5,0.29412,0.16667,17,0.04762,0.08524,0.58333,0.47619,0.33333,0.0625,0.04,0.35714,0.03212,0.14104,0.33333,4.96489,1,1,4,8,258.35758,1,0.66667,0.025,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2019-07-01","Legion HC","Currency",1.00564,0.0703,0.0625,0.1,125.88333,6.51601,5,5,3,0.25455,0.11765,13.71042,73,1,0.41667,0.14286,1.9,2.95643,5936.22727,2.70352,0.29412,0.16667,17,0.04762,0.08333,0.5716,0.47619,0.33333,0.06257,0.04,0.33333,0.03311,0.13889,0.33333,4,1,1,4,7.77257,258.35758,1,0.70241,0.02539,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2019-07-02","Legion HC","Currency",1,0.07164,0.0625,0.1,120,8,4,5,3,0.23399,0.11628,13.5,73,1,0.4,0.14286,1.9,2.5,5769.928,3,0.29412,0.16393,16,0.04762,0.08333,0.57633,0.45455,0.33333,0.0625,0.04,0.32409,0.02785,0.13719,0.33331,4,1,1,3.8735,7,258.35758,0.81623,0.68777,0.02471,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2019-07-03","Legion HC","Currency",1,0.07449,0.0625,0.09825,110,7,4,4.664,3,0.20845,0.11364,13.16067,74.51666,1,0.4,0.14154,1.875,2.45347,5720.74813,3,0.29606,0.1656,16,0.04762,0.08333,0.55556,0.44897,0.33333,0.0625,0.04676,0.32203,0.02941,0.13514,0.33333,4,1,1,4,7,259.29054,0.94828,0.66667,0.025,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2019-07-04","Legion HC","Currency",1.09596,0.07528,0.06492,0.09593,109,7,4.8345,5,3,0.20642,0.11364,13.5,81.07037,1,0.4,0.13779,1.9,2.5,6485.13181,3,0.32258,0.16667,16,0.04762,0.08333,0.54054,0.45,0.34483,0.06307,0.04772,0.33089,0.02724,0.13333,0.33333,4.53535,1,1,4,7,250,0.76088,0.66667,0.025,0,7.79943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"2019-07-05","Legion HC","Currency",1.13288,0.07175,0.06543,0.09091,109,7,4.8485,5,3,0.2042,0.11111,13,82.69172,1,0.38562,0.13514,1.9,2.5,7027.29142,3,0.34955,0.16657,15,0.04762,0.08333,0.52632,0.45,0.35173,0.06667,0.05,0.32258,0.03265,0.13158,0.33333,5,1,1,4,7.99388,250,0.75536,0.60664,0.025,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"2019-07-06","Legion HC","Currency",1.16755,0.06639,0.06596,0.09091,100,7,5,4.28943,3,0.20008,0.11364,14,85,1,0.39863,0.13333,1.83928,2.5,7235.34021,3,0.4,0.16667,15,0.04762,0.08333,0.52632,0.45,0.36667,0.06667,0.05,0.3125,0.03295,0.12821,0.33333,4.43975,1,1,4,7.7439,210,0.66779,0.4,0.025,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"2019-07-07","Legion HC","Currency",1.13128,0.07178,0.0666,0.09091,97.84545,7,4,4.284,2.32452,0.2,0.11442,14,87,1,0.3827,0.13158,1.9,2.5,7405.58351,3,0.4,0.16709,15,0.04742,0.08333,0.52632,0.44831,0.33718,0.06667,0.05,0.30123,0.02308,0.12939,0.33333,4.479,1,1,4,7.73133,441.1039,0.61014,0.37961,0.025,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"2019-07-08","Legion HC","Currency",1.1,0.07247,0.06592,0.08979,101.38462,7.22826,4,4.585,2.39779,0.2,0.11494,14,89.8132,1,0.33333,0.13158,1.9,2.5,7617.20683,3,0.4,0.16919,14.89834,0.04616,0.08333,0.52632,0.42857,0.33946,0.06667,0.05,0.31171,0.02106,0.13141,0.33333,4.63214,1.1,1,4.14239,9,359.00939,0.60035,0.36364,0.025,0,5.13036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"2019-07-09","Legion HC","Currency",1,0.08396,0.08382,0.09091,99.8567,7,4,4,2,0.2,0.11628,14,90.02954,1,0.35331,0.13158,1.9,2.5,9738.55545,3,0.4,0.17241,15,0.04668,0.08333,0.52632,0.43478,0.33374,0.06667,0.05,0.3125,0.0228,0.12872,0.33333,5,1,0.99914,4.24823,9,495,0.77224,0.36364,0.025,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"2019-07-10","Legion HC","Currency",1.06905,0.08692,0.07973,0.09091,100,7.81064,4,4,2,0.2,0.11905,14,90.16392,1,0.33647,0.13158,1.9,2.5,9997.26,3,0.4,0.18182,15,0.04683,0.08333,0.52606,0.4375,0.33333,0.06667,0.05,0.3125,0.02436,0.12821,0.33333,5,2,1,5,9,496.21667,0.77296,0.36364,0.025,0,5.80034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"2019-07-11","Legion HC","Currency",1.02228,0.08951,0.08074,0.09091,95.17835,7,4,4,2,0.2,0.12195,14,91.60217,1,0.34047,0.13158,1.9,3,10055.6,3,0.38462,0.18182,15,0.04762,0.08333,0.52632,0.43956,0.33333,0.06667,0.05,0.3125,0.02881,0.125,0.32602,5,1,1,4.89394,8,0,0.73748,0.35832,0.025,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"2019-07-12","Legion HC","Currency",1.1,0.07775,0.08308,0.09091,95,7,4,4.315,2,0.19859,0.1247,14,92.84499,1,0.33333,0.13158,1.9,3,10186.848,3,0.39359,0.18182,15,0.04735,0.08,0.53613,0.41918,0.33333,0.06667,0.05,0.3125,0.025,0.1251,0.32082,5,1,1,4.5,8,0,0.66962,0.3613,0.0249,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,"2019-07-13","Legion HC","Currency",1.0458,0.10493,0.1,0.08333,90,7.01262,4,4,2,0.19608,0.125,15,93.16863,1.16713,0.36402,0.13158,1.875,2.9612,10113.58785,3,0.38929,0.18182,15,0.04544,0.07692,0.55556,0.44454,0.33333,0.07021,0.04968,0.3125,0.02806,0.13312,0.31925,5,1.3,1,4.61818,8,0,0.7233,0.34788,0.02466,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"2019-07-14","Legion HC","Currency",1.04092,0.11852,0.1,0.08333,87.77789,8,4,4,2,0.19608,0.125,15,94,1.17937,0.38462,0.13158,1.88598,2.79389,10305.08571,3,0.4,0.18803,15,0.04584,0.07547,0.55477,0.4509,0.34483,0.06667,0.05,0.3125,0.025,0.13965,0.32215,5,1.19899,1,5,8,0,0.6793,0.34783,0.025,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"2019-07-15","Legion HC","Currency",1,0.12367,0.1,0.08333,84.92,7,3.57137,4,2,0.19231,0.13327,16,94,1.2,0.41667,0.13333,1.8,2.5,10423.74545,3,0.41667,0.18607,15,0.05,0.07692,0.55556,0.45455,0.33333,0.07143,0.05,0.30952,0.025,0.13333,0.3125,5,1.207,1,5,8,470,0.7378,0.34783,0.02632,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"2019-07-16","Legion HC","Currency",1,0.125,0.1,0.08282,80,7,4,4,2,0.19231,0.13651,16,94,1.2,0.44444,0.13333,1.70723,2.55511,11552.6,3,0.43478,0.18868,15,0.05,0.07692,0.57971,0.43808,0.33333,0.07421,0.05,0.30303,0.025,0.13333,0.31208,5,1.207,1,4.9628,8,470,0.51212,0.34783,0.02567,3.72857,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,"2019-07-17","Legion HC","Currency",1,0.11111,0.09091,0.07692,75,7,4,4,2,0.19231,0.15152,16,94,1.15178,0.41547,0.13333,1.81906,2.5,11349.77778,3,0.43478,0.19231,16,0.0535,0.07692,0.58508,0.44444,0.33333,0.07258,0.04425,0.30303,0.02272,0.13333,0.31106,4.27824,1.207,1,5,8,470,0.5,0.33333,0.02632,3.89526,6.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"2019-07-18","Legion HC","Currency",1,0.10772,0.08771,0.07194,73.53469,7,4,3.94737,2,0.18519,0.15105,16,94,1.16193,0.33333,0.13514,1.89333,2.5,11855.79796,3,0.42829,0.19231,16.63978,0.06579,0.07692,0.57886,0.43717,0.33333,0.07692,0.05,0.28571,0.02294,0.13333,0.31215,5,1,1,5,8,470,0.45455,0.33333,0.02699,3.4858,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"2019-07-19","Legion HC","Currency",1,0.09786,0.08701,0.06667,73.67374,7.82347,4,3,2,0.18188,0.14286,17,93,1.18491,0.33333,0.13716,1.9,2.6687,12915.5933,3,0.41667,0.19231,16.85854,0.06641,0.07692,0.55556,0.44714,0.33333,0.07692,0.06449,0.27778,0.02583,0.13333,0.3125,5,1,0.99936,5,8,465,0.47882,0.33333,0.02587,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"2019-07-20","Legion HC","Currency",1,0.08696,0.08333,0.06667,72.54889,8,4,3,2,0.18182,0.14094,17,91,1.11191,0.32258,0.13856,1.89968,2.70786,12573.32143,3,0.41667,0.19231,17.56881,0.06667,0.07974,0.55733,0.45269,0.33333,0.07692,0.05,0.27032,0.02328,0.13333,0.31209,5,0.56737,0.9996,5,8,450.16,0.48767,0.33333,0.02564,4,6.79262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"2019-07-21","Legion HC","Currency",1,0.07969,0.08328,0.0625,72.09072,8,4.6303,3,2,0.17656,0.13333,17,90,1.32608,0.32258,0.13514,1.88022,3,12435.15306,3,0.41667,0.19231,19,0.06639,0.07692,0.55556,0.43773,0.33333,0.07618,0.04999,0.26316,0.02382,0.13806,0.3125,5,1.314,0.99988,5,8,450,0.48927,0.33333,0.02499,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"2019-07-22","Legion HC","Currency",1,0.07579,0.07692,0.0625,73.02979,8,4,2.09032,2,0.17304,0.13322,17,87,1.27986,0.32899,0.13962,1.80381,3,11396.56061,3,0.41667,0.19231,19,0.06665,0.07692,0.58338,0.45455,0.338,0.0783,0.04221,0.25,0.02542,0.14244,0.3125,5,1.217,1,5,8,435,0.48647,0.33333,0.02299,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"2019-07-23","Legion HC","Currency",1,0.07142,0.0769,0.0625,75.78889,8,4,2,2,0.16667,0.13286,17,87,1.23076,0.33185,0.13889,1.85188,3,11444.93878,3,0.41341,0.19575,20,0.06466,0.08286,0.58386,0.45455,0.33931,0.08186,0.05,0.25,0.03282,0.14286,0.3125,5,1.324,0.99922,4,8,435,0.49283,0.33333,0.02299,3.94002,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"2019-07-24","Legion HC","Currency",1,0.07309,0.07692,0.0625,76.55114,7.77273,4,2,2,0.16667,0.13158,17,87,1.11629,0.32258,0.14,1.84167,3,11745,3,0.41667,0.19608,20,0.06478,0.08333,0.58254,0.45455,0.33333,0.08333,0.05882,0.24629,0.03059,0.14243,0.31625,5.12784,1,0.98826,4.54293,8,435,0.49501,0.33333,0.02273,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"2019-07-25","Legion HC","Currency",0.99937,0.07592,0.07692,0.06284,75.23829,7.51031,4,2.39101,2,0.16129,0.13158,17,87,1.2,0.33042,0.14,1.87877,3,87112300.38762,3,0.40174,0.19608,20,0.06168,0.08333,0.5848,0.45455,0.34483,0.0769,0.05761,0.25,0.04,0.13893,0.32235,5.82805,1.19899,0.91324,4.5,8,435,0.50054,0.33333,0.02259,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"2019-07-26","Legion HC","Currency",0.94753,0.08595,0.07687,0.0625,77.35758,8.03,4,2.612,2,0.16129,0.12821,17,87,1.18081,0.32258,0.14238,1.87422,3.24242,26100,3,0.4,0.19602,20,0.05777,0.08333,0.5866,0.45455,0.34742,0.07143,0.04309,0.25,0.03797,0.13567,0.32258,5,1.19899,0.92457,4.5,8.03289,435,0.49474,0.33333,0.02028,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"2019-07-27","Legion HC","Currency",0.93927,0.07908,0.0763,0.0625,81.07551,8.00371,4,3.464,2,0.15926,0.12447,17,86.67174,1.2,0.32258,0.1396,1.83936,3.75219,24735,3,0.38462,0.19608,20,0.06207,0.07741,0.58482,0.45455,0.35714,0.07424,0.04569,0.25,0.03827,0.13989,0.32258,5.09677,1.29912,0.97695,4.01212,9.23711,435,0.48345,0.33333,0.02,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"2019-07-28","Legion HC","Currency",0.97158,0.07858,0.07555,0.0625,80.43789,9.25051,4,3.778,2,0.15625,0.125,17.11053,85,1.1324,0.33333,0.13918,1.5,4,24735,3,0.38462,0.2,20,0.06547,0.078,0.58515,0.45455,0.35714,0.07512,0.04541,0.25,0.03744,0.13834,0.32258,5,1.0125,0.97835,4,13,0,0.4993,0.33333,0.02194,3.702,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"2019-07-29","Legion HC","Currency",0.98394,0.07439,0.07461,0.0625,80,9.688,4,5,2,0.15625,0.1245,18,83,1.2,0.32614,0.14072,1.8551,4,24153,3,0.38462,0.19608,20,0.06667,0.07437,0.58823,0.47619,0.35714,0.07253,0.03552,0.25,0.03326,0.13889,0.32718,5.03371,1.22038,1,4,14.00515,0,0.52157,0.33333,0.02177,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"2019-07-30","Legion HC","Currency",1,0.0702,0.07316,0.0625,80,10,4,5,2,0.15625,0.12346,18,80,1.18318,0.33333,0.13929,1.87577,3,21760,3,0.38462,0.19608,20.48404,0.08,0.07286,0.58824,0.47619,0.38457,0.06838,0.04153,0.26191,0.04665,0.13889,0.33333,5.93878,1.22038,1,4,14,0,0.45254,0.33333,0.02189,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,"2019-07-31","Legion HC","Currency",1,0.07391,0.07546,0.0625,80,9.88144,3.86869,5,2,0.15625,0.12328,18,79,1.10394,0.33333,0.1413,1.89614,4,20512.81818,3,0.37037,0.18868,21.62632,0.08,0.07947,0.58746,0.5,0.4,0.07733,0.04462,0.26307,0.04091,0.13767,0.37436,6,1.05078,1,3.9988,14,0,0.44461,0.33333,0.02154,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"2019-08-01","Legion HC","Currency",1,0.0696,0.0749,0.0625,80,9,3,3.935,2,0.15625,0.12286,18,79.16,1.10022,0.33333,0.14045,1.89787,4,19437.57576,3,0.35683,0.18283,21.29592,0.08333,0.0802,0.58824,0.54344,0.39734,0.0894,0.04162,0.26222,0.04093,0.13807,0.3778,5,1,1,4,13.955,718.52279,0.43005,0.33333,0.02123,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"2019-08-02","Legion HC","Currency",1,0.06716,0.0757,0.0625,78.08247,9,3,3.28333,2,0.15625,0.12346,17.99308,80,1.12074,0.35321,0.13889,1.90021,4,19408.70265,3,0.35714,0.18453,22,0.08324,0.07554,0.58824,0.55556,0.4,0.08653,0.04488,0.27014,0.03837,0.13613,0.37862,5,1,1,4,13,720,0.40752,0.33333,0.02144,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"2019-08-03","Legion HC","Currency",1,0.0654,0.07588,0.0625,73.59596,9.06809,3.33918,3.28333,2,0.15625,0.12303,17.55802,78,1.33333,0.33333,0.13889,1.78788,4,18718.85714,2.90404,0.35714,0.18519,22,0.08864,0.07631,0.55605,0.55556,0.4,0.08671,0.04479,0.27579,0.03856,0.13514,0.35714,6,1,0.99515,4,12,702,0.40781,0.33333,0.02204,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"2019-08-04","Legion HC","Currency",1,0.08235,0.07656,0.06534,73.73737,9.32857,3.16042,3,2,0.15625,0.12346,17.23213,77,1.33333,0.33333,0.14024,1.874,4,18480,3,0.34468,0.18182,22,0.08549,0.08333,0.55722,0.51574,0.4,0.08375,0.04494,0.28571,0.02089,0.13463,0.33809,6,1,1,4,12,693,0.43421,0.33333,0.02207,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"2019-08-05","Legion HC","Currency",1,0.08237,0.07729,0.06623,72.98776,9.859,3.445,3,2,0.15625,0.12346,18,76,1.20384,0.33333,0.13699,1.96653,4,16977.93939,3,0.33333,0.18182,22,0.0868,0.08333,0.58824,0.52549,0.4,0.06667,0.0364,0.28571,0.025,0.13705,0.33333,6.85102,1,0.94958,4,12,838.50824,0.41888,0.33333,0.02121,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"2019-08-06","Legion HC","Currency",1,0.06667,0.08036,0.06336,73.59149,9.42323,3.72292,3.74947,2,0.15385,0.12381,18,76,1.1934,0.33333,0.13655,2,4,17315.59184,3,0.33754,0.17857,22,0.08333,0.08333,0.58824,0.52967,0.4,0.09091,0.04497,0.26316,0.02418,0.13492,0.33333,6.34104,1,0.99993,4,11.64494,0,0.74091,0.33333,0.02127,3.88853,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"2019-08-07","Legion HC","Currency",0.98759,0.06667,0.08337,0.06001,73.71739,9,3.84602,4.278,2,0.15385,0.12471,18,75,1.18674,0.33333,0.13742,2,3.99485,16065.17615,3,0.33333,0.17857,23,0.08333,0.08333,0.58824,0.5,0.4,0.09091,0.04722,0.25,0.02247,0.13831,0.33474,6.33737,1.43,0.99991,4,10.58571,0,0.80464,0.33333,0.02108,3,9.19596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"2019-08-08","Legion HC","Currency",1,0.06667,0.08601,0.06054,77.87879,9,4,4.29091,2,0.15385,0.1235,17.98988,75,1.16579,0.33333,0.1385,1.96335,3.582,15378.75,3,0.32258,0.16667,23,0.0732,0.07999,0.58593,0.5,0.4,0.09357,0.05,0.27201,0.0234,0.13889,0.33356,7,1.40206,0.95871,3.71941,10,0,0.7438,0.33333,0.02148,3,9.02544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"2019-08-09","Legion HC","Currency",1,0.06353,0.07932,0.0615,75.93939,8.504,4,5,2,0.15393,0.12068,18,75,1.1711,0.3283,0.13814,1.85278,3.5,16230,3.74141,0.3157,0.16667,22.534,0.07143,0.07635,0.5848,0.5,0.38462,0.09302,0.05,0.27806,0.02332,0.13514,0.33333,7,1,0.99998,3.63105,10,0,0.58058,0.33333,0.02179,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"2019-08-10","Legion HC","Currency",0.96767,0.06667,0.08333,0.06129,78,9,5,5,2,0.15385,0.11813,18,75,1.14995,0.32605,0.13855,1.86667,3.5,15000,3.78763,0.32258,0.17168,22.55886,0.08333,0.07143,0.58668,0.5,0.4,0.09598,0.05,0.27778,0.02347,0.13514,0.33333,6.07576,1,0.99994,3.64967,9.45361,0,0.5206,0.33333,0.02,3,8.49582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"2019-08-11","Legion HC","Currency",1,0.06667,0.08333,0.05989,74.90625,8,3.85859,5,1.87245,0.15385,0.11978,18,76,1.17386,0.33268,0.13836,1.86477,3.50017,15614.2,3,0.30442,0.17905,22,0.0822,0.08175,0.58824,0.49776,0.4,0.09819,0.04263,0.27778,0.02363,0.13514,0.33333,5.852,1,0.99992,3.95909,10,0,0.499,0.33333,0.02183,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
