"Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe","NA."
2019-02-24,"Standard","Essence",9,2,10.54,1,7,9,4,8.94,4,9,5,6,14,3,9,1,5,5,5.91,10,10,126.09,30,30,0.38,0.39,0.38,0.39,0.39,0.39,0.39,0.37,1,0.44,0.39,0.99,0.39,1,0.79,1,1,1,0.39,0.39,0.39,1,1,0.53,0.5,0.73421,0.78,0.45,1,3.29,1,2.64,1,5,1.92,1,4,1,2.58,1,1.48,3,1.05,2.65,1,1,2,2.93,4,0.39,0.39,0.65276,0.39,0.41,0.5,0.39,0.96,0.78,0.39,0.39,0.39,0.39,0.39,0.39,0.7,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.38,0
2019-02-25,"Standard","Essence",9,2.39,10.34,1,7,9.06,4,8.62,4,9,5,6,14,3,9,1.32271,5,5.86,6.52824,10.69,10.82,127.41,35,30,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,1,0.42,0.42,1,0.39,1,0.4,1,1,1,0.46,0.39,0.39,1,0.84,0.59,0.46,0.39,0.78,0.46,1,3.21,1,2.57,1,5.64,1.96,1,3.64,1,2.47,1,2.45,3,1.14,2.91,1,1,2,3,4.07,0.39,0.39,0.4,0.39,0.58,0.51,0.39,0.62,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.69,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0
2019-02-26,"Standard","Essence",9,2.72,10.44,1,7,9,4,8,4,8,4.8,6,14,3,9,1,5,6,6.81,10.49,12,130,35,30,0.39,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.93,0.86828,0.43,1,0.4,0.99,0.45,1,1,1,0.75,0.4,0.4,1,0.75,0.8686,0.65,0.59,1,0.45,1,3.38,1,3,1,5,2,1,3.46,1,1.32,1,2.36,3,1.3,3,1,1,2,3,4,0.4,0.43,0.46,0.4,0.48,0.51,0.4,0.45574,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.63,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-02-27,"Standard","Essence",9,3,11,1,7,9,4,8,4,9,5,6,14,3,9,1.28,5,6,5.64,10,12,130,35,30,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.01,0.88,0.45,1,0.4,0.97,0.5796,1,1,1,0.77,0.4,0.4,1,0.91,0.94,0.48,0.68,0.8,0.45,1,3,1,3,1,5,2,1.74294,4,1,1,1,2.48,3,1.85,3,1,1,2,3,4,0.4,0.4,0.47,0.4,0.49,0.43,0.4,0.49,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.72,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-02-28,"Standard","Essence",9,3,10.19,1,7,9,4,8,4,9.58,4.09,6,14,3,9,1,5,7,5.47,10,12,130,35,30,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.04045,1,0.52,1,0.4,1,0.65,1,1,1,0.85,0.4,0.57,1,0.9,1,0.5,1,0.8,0.46,1,3,1,3,1,5,2,1.56,4,1,1,1,2.1,3,1.85,3,1,1,2,3,4,0.4,0.43,0.54,0.4,0.5,0.43,0.4,0.5,0.46,0.4,0.49,0.4,0.4,0.4,0.4,0.76,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-03-01,"Standard","Essence",9,3,10,1,7,9,4,8,4,9,4,6,13.5,2.83,8,1,5,7,5,11.66,11.37,130,33.58,30,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.12,0.87362,0.52,1,0.4,0.9839,0.75,0.87,1,1,1,0.41,0.69,1,0.4,0.96,0.4,0.88,0.8,0.4,1,3,1,3,1,5,2,1,3.4,1,1,1,2.08,3,1.69,3,1,1.16,2.52,3,4,0.4,0.4,0.52,0.4,0.5,0.4,0.4,0.43,0.48,0.4,0.48,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-03-02,"Standard","Essence",8.64359,3,10,1,6.84,9,4,8,4,9,4,6,14,2.9,8,1,5,6.8,5,12.37,12,133.43027,35,30,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.14,0.97,0.43,1,0.4,1,0.67,0.84,1,0.82,1,0.44,0.45,1,0.4,1,0.4,0.67,0.83,0.4,1,3,1,3,1,5.91,2,1.06,4,1,1.03,1,1.99,3,1.75,3,1,1.04,2.49,2.31,4,0.4,0.4,0.52,0.4,0.48,0.4,0.4,0.42,0.47,0.4,0.45,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-03-03,"Standard","Essence",8.68949,3,10,1,7,9,4.01466,8,4,9.66333,5,6,14,3,8,1.53578,5,7,5,12.57263,15.2,137.88,35,30,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2,1,0.42,1,0.4,1,0.96,0.78,1,0.47,0.88,0.4,0.5011,1,0.4,0.83,0.4,0.63,0.83,0.4,1,2.94,1,3,1.08,5.11,2.52,2,1.56,1,1.09,1,2.99,2.47,1.73,3,1,1.13,2.29,3,4,0.4,0.42,0.47,0.4,0.5,0.4,0.4,0.41,0.46658,0.4,0.42,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-03-04,"Standard","Essence",8,2,10,1,7,9,5,8,4,9.99,5,8.33146,15,2.86826,8.27,2,5,7.31,5.74,13,18,140,35,30,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2,1,0.42,1,0.4,1,1,0.53,1,0.48,1,0.43,0.41,1,0.43,0.81,0.4,0.65,0.97,0.41,1,3,1,3,1.32,5,2.6,2,4,1,1.22,1.14,3,2.71,1.75,3,1.78,2,2,3,4,0.4,0.43,0.48,0.4,0.62,0.4,0.4,0.41,0.47,0.8,0.48453,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-03-05,"Standard","Essence",8,2,10,1,7,9,5,8,4,10,5,8.32,15,2.82,8.77,2,5,7.92,5.93,13,16.84,135,32.86,30,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,2,1,0.43,1,0.4,1,1,0.79,1,0.51,1,0.43,0.41,1,0.46,0.53,0.4,0.7,1,0.41,1,3,1,3,1.32,5,2.51,2,4,1,2.27,1.37,3,2.71,1.76,3,2,2,2,3,4,0.4,0.42,0.49,0.4,0.62,0.4,0.4,0.41,0.48,0.69,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-03-08,"Standard","Essence",7,2,12.2,1,6,7.21,4,7.81,2,5.19,5.01,6,12.67,2.66904,9,1,3,6.89,6.98,9.02,10,120,30,28.15,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.37,1.91,1,0.37,1,0.37,1,1,1,1,0.54,0.7602,0.37,0.97,1,0.38,0.76,0.37,0.43,0.95,0.56,1,2.59,1,3.67011,1.52,5,3,2,4,1.97,2.68,1,4,4,2,2.67,1,1,2,2,3.68,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-03-09,"Standard","Essence",7.92,2,12.54,1,5,6.43,4,7.96,2.09,5.57,5.85,6,11.85,2,9,1,3,6.65,6.98,9,10,118.38,30,26.77,0.36,0.36,0.36,0.46708,0.36,0.36,0.36,0.36,1.9,1,0.36,1,0.36,1,1,1,1,0.54505,0.96,0.44,0.87,0.95,0.49,0.96067,0.47,0.53,1,0.54384,1,2.53,1,4,1.95,4,3,2,3.82,1.97,3,1,3.2,4,2.44,2,1,1,2,2,3.71,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0
2019-03-10,"Standard","Essence",8,2,13,1,5,6.47,4,8,2.39,5.99,6,6,12,2,9,1,3,6,7,9,10,120,30,27.58,0.36,0.36,0.36,0.52,0.36,0.36,0.36,0.36,1,1,0.36,1,0.36,1,0.9,1,1,0.55,0.7,0.48,0.96,0.75,0.73,0.76,0.53,0.53,1,0.53,1,3,1,3.90213,1.97,4.27,3,2,3.65,2,3,1.2,4,4,3,2,1,1.25,2,2,3.95,0.36,0.36,0.39,0.36,0.36,0.37,0.36,0.36,0.36,0.36,0.36,0.4,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0
2019-03-11,"Standard","Essence",8.74,2,12,1,5,6.47,4,8,2,5.43,6,6.23,12,2,9,1,3,5,7,9,10,120,30,27.92,0.37,0.37,0.37,0.53,0.37,0.37,0.37,0.37,1.5,1,0.37,1,0.52,1,0.85,0.86066,1,0.59,0.64071,0.55,0.73642,0.75058,0.73,0.86,0.55,0.55,1,0.55,1,3,1,3,1.99,3.2,2.16,2,3.46,2,3,1.11,4,4,3,2,1,1.23,2,2,3.79,0.37,0.37,0.39,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.41,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-03-12,"Standard","Essence",8.98,1.97,13.01,1,5,6.76,4,8.16,2.94,5.32,6,6.55,12,2,9,1,3,5.41,7,9.59,12.02141,124.38,30,29.06,0.38,0.38,0.38,0.55,0.38,0.38,0.38,0.38,1.1,1,0.41,1,0.54,1,0.92,1,1,0.76,0.94,0.56,1,1,0.95,1,0.56,0.56,1,0.56,1,3,1,3,2,5,2.3,2,3.46,1.99,2.58,1,4,4,3,1.98,1,1.95,2,2,4,0.38,0.38,0.41,0.38,0.38,0.42,0.38,0.38,0.38,0.39,0.38,0.51,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.46,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0
2019-03-13,"Standard","Essence",8,1,12,1,5,6.69,4,8,3,5.42,6,6,12,2,8.33,1,3,5,7,9,10.74,123.81,30,29.08,0.37,0.37,0.37,0.54,0.37,0.37,0.37,0.37,1.06,1,0.42,1,0.53,1,0.84,1,1,0.82,1,0.55,1,1,0.98,1,0.54,0.54,1,0.55,1,3,1,3,1.98,5,3,2,3,1.98,3,1,4,4,3,1.99,1,1.82,2,2,4,0.37,0.37,0.44,0.37,0.37,0.44,0.37,0.37,0.38,0.4,0.37,0.54,0.37,0.37,0.37,0.37,0.37,0.39,0.37,0.37,0.37,0.37,0.46,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-03-14,"Standard","Essence",8,1,10.84,1,5,6.7,4,8,3,5.62,5.37,6.51,12.22,2.02,8,1,3,5,7,9.08,11.78,122.95,30,29.39051,0.37,0.37,0.37,0.48,0.37,0.37,0.37,0.37,1,1,0.49,1,0.52,0.95,0.84,1,1,0.74,0.68,0.95,0.74,1,1,0.98,0.55,0.55,1,0.55,1,3,1,3.64,1.07057,4.29,2.08,2,3,1.45,3,1,4,4,3,2,1,1,2,2,3.26,0.37,0.37,0.37,0.37,0.37,0.39,0.37,0.37,0.4,0.37,0.37,0.45,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-03-15,"Standard","Essence",8,2,11.48,1,5,6.87,4,7.52,3,6,5.15,6.73,10,2.37,8.96,1,3,5,7,8.68407,12.94,129.74,30,29.69,0.37,0.37,0.37,0.48,0.37,0.37,0.37,0.37,1,1,0.52,1,0.52,0.94,1,1,1,0.74,0.69,0.91,0.98,1,0.99,0.99,0.57,0.57,1,0.66,1,3.25,1,3.49,1.3,3.29,2.43,2.05,3,1.45,3,1,4,4,3,2,1,1,2,2,3.26,0.37,0.37,0.37,0.37,0.37,0.42,0.37,0.37,0.4,0.4,0.37,0.37,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-03-16,"Standard","Essence",8,1.68,10,1,5,6.25,4,7,3,5.92,5,6.23,10.83,2,8,1,3,5,7,8.94152,13.97,122,30,30,0.37,0.37,0.37,0.53,0.37,0.37,0.37,0.37,1,1,0.55,1,0.4502,1,1,1,1,0.7704,1,1,0.98,1,1,1,0.64,0.6,1,0.71,1,3,1,3.66,1.41,3,2.65,2,3,1.08,3,1,4,4,2.98,1.8,1,1.03,2,2,3,0.37,0.37,0.38,0.37,0.37,0.46,0.37,0.37,0.42,0.41,0.44,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.39,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-03-17,"Standard","Essence",8,1.97,11.47,1,5,6.44,4,7,3,6,5,6,13.02,2,8.68,1,3,5.94,7,9,13.27,120,29,30,0.37,0.37,0.37,0.6,0.37,0.37,0.37,0.37,1.74,1,0.56,1,0.58,1,1,1,1,0.83,1,1,0.99711,1,1,1,0.7,0.68,1,0.68232,1,3.81,1,4,1.57,3,2.73,2.02,3,1.2,3,1,4,4,3,2,1,1.06,2.20247,2,3,0.37,0.37,0.42,0.37,0.37,0.37,0.37,0.37,0.48,0.43,0.58422,0.39,0.37,0.37,0.37,0.37,0.39,0.48,0.37,0.37,0.37,0.37,0.4,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-03-18,"Standard","Essence",8,1.1,12.95,1,5,7,4,7.59,3,6,5,6,13.43,2,8.64625,1,3,6,7,9.3,13.09,111.46182,29,30,0.37,0.37,0.37,0.61,0.37,0.37,0.37,0.37,2,1,0.61,1,0.61,0.98,0.89,1,1,1,1,1,0.99,0.95474,1,1,0.7001,0.74,1,0.71,1,4,1,4,1,3,2,2,3,1.43,3,1.5,4,4,3,2,1,1,2,2,3,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.38,0.51,0.44512,0.65,0.46,0.37,0.37,0.37,0.37,0.37,0.55,0.37,0.37,0.37,0.37,0.38,0.37,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-03-19,"Standard","Essence",7.12,1.26,10,1,5,7,4.64464,9.0041,3.16,6,5.47,6.0004,13.46182,2,9,1,3,6.24021,7,9.73,13.17,118.2,29,30,0.42,0.4,0.39,0.75,0.38,0.38,0.38,0.38,2,1,0.60066,1,0.61,1,0.93,1,1,1,1,1,1,0.81,1,1,0.75,0.78,1,0.76,1,4,1,3.47833,1,3,2,1.54574,3,1.44,3,1,4,4,3,2,1,1.01,2,2,3,0.38,0.39,0.38,0.42,0.38,0.46538,0.39,0.45,0.71,0.5,0.76,0.6,0.39,0.39,0.38,0.39,0.44,0.72,0.38,0.38,0.38,0.38,0.41,0.38257,0.48,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0
2019-03-20,"Standard","Essence",8,1.46,10.18,1,5,7,5.62,9,3,6,6,6,14.06,2,9,1,3,6,7,9.29,14.3445,114.65,29.03,30,0.76,0.47,0.43,0.89,0.38,0.44,0.38,0.74,2,1,0.6,1,0.60586,1,1,1,1,1,1,1,1,0.63,1,1,0.74,0.77,1,0.71246,1,4,1,3,1,2.72,2,1.12914,3,1.42,3,1.37,4,3.28,2.32,2,1,1.09,2,2,3,0.42,0.6287,0.39,0.74,0.38,0.67,0.58,0.76,0.75,0.74,0.72,0.76,0.64,0.82,0.38,0.75,0.38,0.8,0.38,0.4482,0.39,0.38,0.75,0.61,0.57,0.38,0.38,0.38,0.38,0.38,0.7,0.46,0
2019-03-21,"Standard","Essence",8,2,10,1,5,7,6,8,3,6,6,6,14.35,2,9,1,3,6.62,7,9.33449,15.3,120,29.85331,32.8,0.93,0.76,0.55,0.92,0.38,0.58,0.38,0.88,2,1,0.63,1,0.63,1,1,0.8,1,1,1,1,1,0.82,1,1,0.69,0.87,1,0.76,1,4,1,3,1,2.49,2,1.58,3,2,3,2,4,3,2.13,2,1,1.21,2,1.95,3.31909,0.76,0.76,0.82,0.76,0.4,0.82,0.76,0.8,0.82,0.98,0.96217,1,0.76,1,0.59,0.78,0.38,0.89,0.48,0.76,0.76,0.38,0.85571,0.82,0.74,0.39,0.38,0.54,0.43,0.53,0.83,0.98,0
2019-03-22,"Standard","Essence",8,2,10,1,5,6.915,5.22406,9,3,5.01,6,6,14,2,8.04692,1,3,6.79,7,11.63423,16.54,121.81,29,30.4,0.76,0.76,0.58,0.94,0.38,0.61571,0.38,0.79,1.93,1,0.76,1,0.57,1,1,0.89,1,1,1,1,1,0.84,1,1,0.68,0.76,1,0.76,1,4,1,3,1,2.53,2.87,1.5,3,2,3,2,4,3,2.5,2,1,1.11,2,1.83,3.66,0.73,0.76,0.73,0.76,0.3901,0.93,0.44,0.94,0.87186,0.76,1,1,0.75,1,0.48,0.85,0.43,0.86,0.56,0.72,0.76,0.38,0.77,0.76,0.77,0.8,0.38,0.61435,0.47,0.49,0.92,0.8,0
2019-03-23,"Standard","Essence",7,2,10,1,5,7,5,10,3,5,6,6.33,14,2,9,1,3,7,7,10,15.14,120,29.98,33,0.78,0.78,0.75,0.94,0.39,0.74,0.39,0.86,1.98,1,0.72,1,0.53,1,1,0.78,1,1,1,1,0.82,0.47,1,1,0.62,0.78,1,0.83231,1,4,1,3,1,3,3.59345,2,3,1.81,3,1.82,4,3,2.29,2.84,1.06,1,1.74,1.65574,4,0.68,0.82,0.87,0.77981,0.42,0.97573,0.39,0.97,0.97,0.78,0.99,0.78,0.78,1,0.63,0.92,0.46,0.9,0.74,0.72,0.85,0.39,0.95814,0.65,0.82,0.89,0.59,0.78,0.46,0.52,0.94397,0.82,0
2019-03-24,"Standard","Essence",7,2,10,1,5,7.11,5,10,3,5,6,5.86,14.22,2,8.63,1,3,7,6.17,10,14.44894,118.77,28.96,33,0.73,0.75,0.78,0.76,0.39,0.82,0.39,0.9,1,1,0.78184,1,0.78,1,1,0.78,1,1,1,1,0.87,0.53,1,1,0.52154,0.87,1,0.78,1,3.54,1,2.89,1,3,4,1.75,2.95,1.39,3,1.84,2.86,3,2.22,2.7437,1,1,1.62,1.92,3.96,0.45,0.65,0.95,0.6,0.51,0.9,0.43,0.87,0.75,0.78,1,0.78,0.8,0.83619,0.39,0.75,0.54,0.86,0.39,0.64,0.77,0.39,0.64,0.56,0.82,0.65,0.57,0.9,0.63,0.61,0.79,0.82,0
2019-03-25,"Standard","Essence",6.24,2,10,1,5,7.25,5,10,3,5,6,5.88,14.86,2,8.31,1,3,7,7,10,15,120,29.39,31.96,0.78,0.78,0.78,0.64,0.39,0.93,0.52,1,1.51,1,1,1,0.92,1,0.92,0.94,1,1,1,1,0.98,0.64,1,1,0.66,1,1,0.78,1,3,1,3,1,3,4,2,2.82,1.45,3,1.27,3.08,3,2.04,2.6,1,1,1.82,1.85,3.08,0.5,0.74,0.82,0.78,0.5,0.87,0.72,0.98,0.78,0.78,0.94,0.81,0.95,0.93,0.55509,0.8,0.61,0.94,0.63,0.72,0.65,0.39,0.64,0.72,0.91,0.69,0.64,1,0.66,0.83,0.87,0.92,0
2019-03-26,"Standard","Essence",6,2,10,1,5,7.51,5,10,3,5.01,6,5.15,14.66675,2,9,1,3,7,7,10,17.11627,120,29.07,33.17,0.8,0.8,0.6,0.64,0.4,0.96,0.79,1,1.61015,1,1,1,1,1,0.97,1,1,1,1,1,0.98,0.82,1,1,0.73313,1,1,0.8,1,3,1,2.24,1,2.29,3.32,2,3.57,1.64,2.81,1.45,2.81063,2.37857,2.26,2.18,1,1,2,2,3.43,0.59,0.64,0.84,0.86,0.55,0.92,0.8,1,0.65,0.76,0.85,0.86,1,0.78,0.59,0.83,0.4,0.96,0.77,0.78,0.68,0.4,0.64,0.73,0.9,0.76,0.65,1,0.53,0.85,0.89,0.94,0
2019-03-27,"Standard","Essence",6,1.46,11.13,1,5,7,5,10,2.87071,5,6,5.9983,15,2,10,1,3,7,6.67709,15,20,124.91,30,32.22,0.78,0.79,0.48,0.39,0.39,0.78,0.74,1,1.81535,1,1,1,1,1,1,1,1,1,1,1,0.82,0.83,1,1,0.78,1,1,0.78,1,2.54,1,2,1,2.51,3.55,2,4,1.15,3,1.19,2.93,2,1.65,2.46,1,1,2.5,2,3.71,0.59,0.52,0.4986,0.85,0.5,0.92,0.77,1,0.64,0.63,0.97,0.9,1,0.76,0.63,0.71,0.39,1,0.79,0.73,0.64,0.39,0.64,0.65,0.98,0.64,0.65,1,0.39,0.39,0.91,1,0
2019-03-28,"Standard","Essence",6,2,11.36,1,5,7.9,5,10,2.10236,5,6,7,12,2,10,1,3,7,5.45,15,20,120,29.94,30,0.89486,0.89,0.61,0.39,0.39,0.85,1,0.64,1.99,1,1,1,1,1,1,1,1,1,1,1,0.85,1,1,1,0.83,1,1,0.69,1,2.3,1,2,1,2.22,3.55,2,4,2,3,1.21,2.74,2,1.65,2.27,1,1,2.5,2,4.26,0.86386,0.64,1,1,0.82,1,0.98,0.94,0.89,0.52,1,1,1,0.73,0.72,0.49,0.55,1,1,0.91,0.64,0.39,0.67,0.64,0.98,0.86,0.67,0.99,0.39,0.39,0.92,1,0
2019-03-29,"Standard","Essence",6.07,2,10,1,5,8.31,5,9,2,5,6,8,11.82,2,10,1,3,7,5,15,20,120,28.67,30,1,0.87,0.79,0.39,0.39,1,1,0.4,2,1,1,0.95,1,1,1,1,1,1,1,1,0.83201,1,1,1,0.69,1,1,0.73,1,1.81,1,2,1,2.34,3.62,2,4,2,3,1.26,2.97,3,1.73,2.55,1,1,2.53,2,4.95,0.95,0.56,0.44,1,0.8,1,1,0.92,0.92,0.77,1,0.93,1,0.75,0.65,0.51,0.76205,1,0.4,0.96,0.62,0.39,0.92,0.61,0.69,0.65,0.41,1,0.39,0.39,0.92,1,0
2019-03-30,"Standard","Essence",6,2,10,1,5,9.31,5,10,2.25,5,6.35,8,13.24,2,10,1,3,7,6.42,15,20,120,29.17,30,1,0.79,0.74,0.39,0.39,1,1,0.52,2,1,1,0.83,1,1,1,1,1,1,1,1,0.87,0.65,1,1,0.64,1,1,0.75656,1,3,1,2.38,1,3,3.36,2,4,2,3,1.67,3.98,2.98,1.59,3,1,1,2.76,2,4.82,0.95,0.5,0.53,1,0.75,1,0.81784,0.88,0.89,0.8,1,0.89333,0.91,0.75,0.64,0.51,0.77,1,0.39,1,0.64,0.39,0.85,0.62,0.65,0.65,0.39,0.97,0.39,0.45,0.91,1,0
2019-03-31,"Standard","Essence",6,2,11.03,1,5,8.28,5,10,2,5,6,8,13.21,2,11.97,1,3,7,5,14.86154,20,120,31.94833,30,0.99,0.39,0.71,0.39,0.39,0.81,1,0.48,2,1,1,1,1,1,1,1,1,1,1,1,0.66,1,1,1,0.68,1,1,0.94,1,3,1,3,1,3,4,2,3.98,1,2,2,3.97969,2,1.89,2.72227,1,1,2,2,4.29,0.86,0.66,0.46,1,0.39,0.49,0.52,0.67,0.65,0.93,0.92,0.9,0.84,0.57,0.67,0.49,0.55,1,1,1,0.67,0.39,0.68,0.76,0.48364,0.68,0.41,0.9,0.39,0.49,1,0.63786,0
