"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Blue.Nightmare","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
21,"2017-03-23","Legacy HC","UniqueJewel",1,0.92052,0.19207,0.19,1,0.19,0.99655,0.21121,5.18483,0.87517,0.21362,2.39638,1,0.98069,0.30086,0.91259,0.63017,0.99034,0.20983,0.99776,1,0.27241,6.9831,0.20862,25,146.58621,35.79707,63.7931,0.20121,164.42569,17.08569,1,1,5.00138,1.99914,0.99466,0.19,0.19,0.7581,NA,0.98138,17.16466,0.31241,0.32828,NA,1,3,0.29259,0.90759,0.30483,1,2.32569,12.21069,6.59569,9.82069,0.19,1.0369,0.99586,0.19,0.94845,0.47845,0.7419,0.92379,0.19,0.21,0.92241,0.49483,1.83155,6.40776,142.01552,0.22586,NA,0.73138,0.8881,5.73741,3.24466,0.99241,17.16224,0.23241,0.20448,NA,1.66897,1,0.6381,NA,2.95103,0.32776,0.24155,0.19,0.19,0.19,171.30655,80.23414,NA,45.34069,0,NA,404.8881,352.27241,0.19,NA,0.99966,0.75224,8.48121,1.98276,1,0.79828,NA,0.20879,0.19,0.98517,0.19,0.54862,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
22,"2017-03-24","Legacy HC","UniqueJewel",1,0.9731,0.21276,0.18983,1,0.18983,0.75466,0.1919,8.81224,0.99759,0.30121,2.69293,1,0.88948,0.26207,0.70655,0.97569,1,0.23328,1,1,0.19,7.78724,0.20948,24.31034,124.55172,35.57931,60.86207,0.18983,141.08172,18.93052,1,0.99914,4.40897,1.975,1,0.18983,0.18983,0.89948,NA,0.92655,15.97466,0.22828,0.32155,NA,0.99983,2.33121,0.31431,0.90931,0.26466,1,2.96293,13.57845,6.83207,9,0.18983,1.61121,1,0.22741,0.98379,0.65741,0.73052,0.85362,0.18983,0.21845,0.94448,0.41207,1.37052,5.16259,137.96069,0.29948,NA,0.80931,0.65534,6.54138,3.39793,0.90672,19.90448,0.21914,0.18983,NA,1.78259,1,0.32966,NA,3.27241,0.52914,0.33534,0.19034,0.18983,0.18983,170.29224,92.02155,NA,47.85897,243.93455,NA,345.91603,500,0.18983,NA,0.99948,0.81207,8.37276,1.97086,0.99448,0.74914,NA,0.18983,0.19328,0.85379,0.18983,0.33897,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18983,NA
23,"2017-03-25","Legacy HC","UniqueJewel",1,0.97,0.22466,0.19,1,0.19,0.86552,0.19293,7.45793,0.64862,0.39948,2.02259,1,0.75655,0.19724,0.83431,0.9781,0.98569,0.22241,1,1,0.19759,7.57466,0.29241,20,104.97759,35.88379,69.70588,0.19,148.61345,18.48828,1,0.99966,3.38655,1.90724,1,0.19,0.19,0.99259,NA,0.94379,14.43517,0.19,0.28879,NA,1,2.42103,0.21552,0.86155,0.83603,0.98914,3,13.96,6.01655,9.11621,0.19362,1.25741,1,0.22379,0.97603,0.65793,0.71241,0.74983,0.19,0.22431,0.59121,0.30707,1.14345,6.62724,163.57086,0.31328,NA,0.65534,0.41741,5,3.08534,0.98483,19.49362,0.19707,0.19,NA,1.4819,1,0.47293,NA,3.70845,0.45948,0.27741,0.19,0.19,0.19,181.91241,96.37914,NA,49.01138,244,NA,374.14121,535,0.19,NA,0.97776,0.70379,9.47362,1.85983,0.90466,0.65586,NA,0.19,0.19172,0.98483,0.19,0.39207,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
24,"2017-03-26","Legacy HC","UniqueJewel",1,0.8831,0.19,0.19,1,0.19,0.85224,0.19,6.49931,0.36707,0.57586,2.30086,1,0.71138,0.2181,0.85,0.76983,0.99241,0.23259,1,1,0.20948,7.28034,0.53534,20,104.72534,33.21724,75,0.19,151.72241,18.62448,1,0.99603,3.53362,2,1,0.19,0.19,1,NA,1,15.33793,0.19034,0.23552,NA,0.99897,2.22328,0.2031,0.83621,0.69776,0.80914,3,14.03121,6.03776,10.25741,0.19,1,1,0.28862,0.71241,0.75224,0.74293,0.99931,0.19,0.19,0.6119,0.32828,1.78517,7.83931,174.27897,0.26655,NA,0.84569,0.38914,6.01655,3.03086,0.95293,17.84741,0.18966,0.19,NA,1.17224,1,0.91431,NA,3.30741,0.51293,0.29517,0.19,0.19,0.19,205.82431,80.09914,NA,48.91655,233.71897,NA,376.93862,550,0.19,NA,0.70914,0.52914,9.05983,1.83603,0.84638,0.75034,NA,0.20276,0.22431,0.99724,0.19,0.50793,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
25,"2017-03-27","Legacy HC","UniqueJewel",1.01379,0.5231,0.19,0.19,1,0.19,0.47259,0.19,6.1331,0.35914,0.97466,1.99793,1,0.32172,0.20759,0.50121,0.54776,1,0.19,0.99862,1,0.3669,6.75655,0.89103,25.53379,129.49103,31.30586,100,0.19,143.22259,18.825,1,0.95052,3.52655,1.985,0.97845,0.19,0.19,0.9669,NA,0.99828,15.40069,0.19,0.23948,NA,1,1.84603,0.19,0.97431,0.7769,0.99621,3,13.30983,6.83,11.43707,0.19,1,1,0.20966,0.57069,0.8169,0.99517,0.97293,0.19,0.19,0.38724,0.33983,1.76431,7.98517,163.84552,0.21,NA,0.93345,0.45966,6.21155,2.94397,1,17.18466,0.18707,0.19,NA,1.83276,1,0.97293,NA,3.28931,0.32155,0.19,0.19,0.19,0.19,198.535,58.51586,NA,54.31621,213.46983,NA,324.71621,0,0.19,NA,0.94621,0.64379,7.64379,2.0381,0.99793,0.52552,NA,0.22414,0.19,0.99983,0.19,0.72966,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19362,NA
26,"2017-03-28","Legacy HC","UniqueJewel",1.02034,0.6669,0.19,0.19,1,0.19,0.63241,0.19,4.88948,0.54414,0.79862,1.97,0.95259,0.59379,0.19,0.81379,0.38,0.99793,0.20034,0.99828,1,0.51897,5.57897,0.94017,29.44,104.13793,32.08931,84.18103,0.19,142.1469,17.25655,1,0.96776,3.60914,1.9681,0.33224,0.19,0.19,1,NA,0.99948,15.01241,0.19,0.30983,NA,1,1.64034,0.19,0.96276,0.91034,0.87569,3.67552,13.78948,6.34793,11.71966,0.19,1,1,0.19103,0.55397,0.89207,0.98983,0.64707,0.19,0.19,0.23828,0.38,2,8.64655,170.77293,0.20655,NA,0.82552,0.78362,5.59414,2.82172,0.95448,16.70603,0.19,0.19,NA,1.85741,0.9969,0.86448,NA,3.76655,0.44086,0.19,0.19,0.19,0.19,195.64621,65.695,NA,73.19638,216.60293,NA,286.33259,510,0.19,NA,0.99017,0.73017,6.06276,2.03414,0.85914,0.62621,NA,0.25586,0.1919,1,0.21776,0.32034,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
27,"2017-03-29","Legacy HC","UniqueJewel",1.03569,0.86672,0.19,0.19069,1,0.19,0.96603,0.19,5.26897,0.80638,0.77259,2,0.99759,0.815,0.19,0.91828,0.40914,1,0.19,1,1,0.28241,5.87586,0.90397,35.52276,100,30.68034,74.10121,0.19,147.60345,17.64586,1,1,3.77655,2,0.69983,0.19052,0.19,1,NA,0.99983,15,0.19,0.19,NA,1.08845,1.98052,0.19,0.9631,1,0.79052,5.04707,12.79776,6.91207,11.91862,0.19,1,0.98724,0.21069,0.43603,1,0.98897,0.96603,0.19,0.19,0.58328,0.41845,1.92017,10.29603,172.50931,0.20086,NA,0.92379,0.69534,5.72517,2.53207,0.99914,16.73552,0.19603,0.19,NA,1.47069,0.95414,0.91,NA,3.23517,0.58741,0.24621,0.19,0.19,0.19,215.09741,58.73569,NA,75.39552,200.84086,NA,265.21707,500.58621,0.19,NA,1,0.92448,5.71414,1.98776,0.92138,0.36276,NA,0.23672,0.19138,0.98707,0.27897,0.32638,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26879,NA
28,"2017-03-30","Legacy HC","UniqueJewel",1.12569,0.67879,0.19586,0.19259,0.99897,0.19,0.45034,0.19,5.20293,0.47569,0.51,2,0.99879,0.61259,0.19,0.54603,0.57759,1,0.19,0.99603,1,0.23948,6.075,0.85052,100,106.82672,30,70.60362,0.19,146.10897,16.9769,1,1,2.98534,2.12983,1,0.20224,0.19207,0.88293,NA,0.99948,14.75379,0.19,0.19,NA,1.65379,2,0.19,1,1,0.82293,4.82931,13.99379,6.56776,11.94379,0.19,1,1,0.22466,0.32534,1,0.96741,0.97241,0.19,0.21793,0.79155,0.36172,1.99862,11.58052,178.64121,0.19017,NA,0.86138,0.62138,5,2.99517,1,16.74483,0.19328,0.19,NA,1.94069,0.96293,1,NA,3.44897,0.6331,0.34914,0.19,0.19,0.19,228.27265,63.02466,NA,76.6231,183.14017,NA,268.06517,486.71552,0.19,NA,0.92793,0.9869,5.10431,1.99414,0.95483,0.37966,NA,0.19276,0.19,0.73707,0.31638,0.31431,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21966,NA
29,"2017-03-31","Legacy HC","UniqueJewel",1.51845,0.62293,0.22828,0.19,0.99931,0.19,0.75362,0.19,4.73845,0.47121,0.25931,1.92966,1,0.90828,0.19,0.76414,0.51638,0.98983,0.19,1,1,0.235,5.98121,0.97276,100,114.37586,32.21897,69.33983,0.19,149.4031,16.87414,1,1,2.99017,2.13414,0.99328,0.26086,0.20017,0.48517,NA,1.02828,13.8381,0.19,0.19,NA,1.97534,1.91707,0.19,1,0.90897,0.85621,3.64983,13.60621,6.9369,13.88103,0.19,1,1,0.20948,0.33138,0.99948,0.99621,0.98983,0.19,0.33103,0.51431,0.35414,2,13.23862,179.75448,0.19,NA,1,0.52483,5,2.84569,0.9869,17.17586,0.19,0.19,NA,2,1,0.98741,NA,3.69672,0.90414,0.36586,0.19207,0.19,0.19,212.92925,58.52483,NA,76.05069,200.52724,NA,264.74862,474.37931,0.22914,NA,0.99966,1,4.99759,1.61138,1,0.40845,NA,0.19,0.19,0.99897,0.26172,0.19,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25707,NA
30,"2017-04-01","Legacy HC","UniqueJewel",1.88707,0.65414,0.19,0.19,1,0.19,0.75741,0.19,4.11276,0.50534,0.43569,2,1,0.66224,0.19,0.75845,0.34793,0.9919,0.19,0.99931,0.99983,0.25034,4.97138,0.63707,100,117.5,31.45241,65,0.19,145.56569,16.51017,1,1,2.995,1.78534,0.9969,0.19,0.22345,0.40155,NA,1.47552,14.17103,0.19,0.23759,NA,1.84103,2.19897,0.19,1,0.58466,0.97914,3.10362,13,6.14121,12.99431,0.19,1,0.99241,0.25172,0.32052,0.99862,0.99293,0.99983,0.18724,0.31603,0.30431,0.40379,2,11.89638,169.43086,0.19,NA,0.99759,0.50086,5,2.82586,0.91017,16.9819,0.19086,0.19,NA,2,1,0.99828,NA,2.41741,0.81621,0.27259,0.19,0.19,0.19,196.39948,50.67276,NA,73.32569,185.62679,NA,254.15172,480.86207,0.21052,NA,1,0.87586,4.26569,1.89793,0.97655,0.6631,NA,0.19,0.19638,0.97086,0.28414,0.20552,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45224,NA
31,"2017-04-02","Legacy HC","UniqueJewel",2,0.4931,0.19069,0.19069,1,0.19069,0.74086,0.19069,3.60534,0.34914,0.34086,1.99655,1,0.72121,0.22862,0.86207,0.32,0.99966,0.19069,1,0.99776,0.21603,4.99017,0.39448,100,120,33.23397,61.0169,0.19069,157.36448,15.88897,0.96552,0.99897,2.33983,1.80414,1,0.19069,0.19069,0.69241,NA,1.16569,15.05207,0.19069,0.30655,NA,2.00931,1.99224,0.19069,0.97155,0.95914,0.99966,3.92724,12.69517,6.40948,12.0219,0.19069,1.39259,0.91655,0.19069,0.32,1,0.79931,1,0.18638,0.29914,0.44931,0.30466,1.99172,9.55586,162.93776,0.19069,NA,1,0.58983,4.39172,2.68776,0.98931,18.02345,0.19345,0.19069,NA,2.14724,1,1,NA,2.01948,0.69897,0.29362,0.19069,0.19069,0.19069,197.56603,53.71155,NA,76.13879,163.79042,NA,257.08448,493.82353,0.19224,NA,0.96948,0.84793,3.37017,1.98862,0.99983,0.85672,NA,0.19069,0.19069,0.94966,0.19069,0.52328,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54638,NA
32,"2017-04-03","Legacy HC","UniqueJewel",1.99362,0.75345,0.22397,0.19,1,0.19,0.69845,0.19034,3.26638,0.47793,0.19966,1.98914,1,0.95138,0.25293,0.8519,0.33241,0.99776,0.19172,1,0.99362,0.21966,4.98345,0.47017,100,120,34.95052,61.11,0.19,168.57103,16.90914,0.99828,1,2.02776,1.77776,1,0.19,0.19,0.94793,NA,1.03397,14.36776,0.19,0.25276,NA,3.71052,2,0.22845,0.98241,0.995,0.88362,4.02845,12.78207,7.2331,12.03259,0.19,2,0.70362,0.19,0.32,1,0.61552,0.9981,0.19,0.22466,0.34897,0.31207,1.96345,9.74276,169.51397,0.19,NA,1,0.6531,3.55586,1.9869,0.95121,17.28224,0.19052,0.19,NA,2.68655,1,0.99672,NA,2.26017,0.32155,0.42948,0.19,0.21293,0.19,190.30207,57.9019,NA,77.77534,150.92276,NA,245.1681,500,0.19,NA,0.92828,0.64,4,1.64466,0.99397,0.74638,NA,0.19,0.19,0.98155,0.22638,0.24138,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59414,NA
33,"2017-04-04","Legacy HC","UniqueJewel",1.97724,0.80069,0.20966,0.19,1,0.19,0.9919,0.19,3.50862,0.51879,0.19017,1.95172,0.98172,0.76586,0.30845,0.75517,0.62586,0.98397,0.2069,0.99828,0.98362,0.19,4.78293,0.35655,0,123.91511,41.26138,61.11,0.19,166.38707,15.15655,1,0.99741,2.05207,1.98414,1,0.19,0.19,0.77121,NA,1.75759,14.16552,0.19345,0.19328,NA,5.84517,2.01121,0.22534,0.98362,0.91155,0.94759,3.95448,12.70948,6.8081,11.68052,0.19,1.76828,1,0.19,0.32466,1,0.89552,0.94966,0.19,0.19,0.44931,0.31034,1.5769,9.98586,170.08862,0.19,NA,0.94431,0.71586,3.78603,2,0.99724,13.70328,0.2031,0.19,NA,4.33362,1,0.96103,NA,3,0.3881,0.4181,0.19,0.19,0.19,195.30052,59.17017,NA,85.26276,157.21517,NA,253.76724,0,0.23879,NA,0.95086,0.6831,3.44948,1.23207,0.99707,0.95586,NA,0.19,0.19,0.65707,0.29379,0.22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38897,NA
34,"2017-04-05","Legacy HC","UniqueJewel",1.93931,0.79448,0.19,0.19,1,0.19,0.99431,0.19,3.46017,0.51569,0.26379,1.92897,0.90828,0.94276,0.32483,0.71448,0.79448,1,0.23259,1,0.99983,0.20845,4.61793,0.58517,0,122.95814,37.79793,60.75741,0.19,168.13017,12.94914,1,0.99948,2,1.99052,1,0.19,0.19,0.79293,NA,1.45121,14.08155,0.25,0.265,NA,8.57483,2,0.19621,0.99983,0.72431,0.82931,3.86276,12.69776,7,12.06517,0.19,1.32483,1,0.19431,0.33759,1,0.98017,0.92793,0.17466,0.19,0.30828,0.31103,1.64948,9.26138,167.97655,0.19,NA,0.97,0.54293,3.02,1.78052,1,13.72638,0.19,0.19,NA,4.72362,0.99983,0.97621,NA,2.92793,0.64672,0.29931,0.19,0.19,0.19,198.68534,59.13707,NA,90.11017,164.33714,NA,256.73483,510,0.33121,NA,0.87776,0.59793,2.98138,1.27759,0.99672,0.71655,NA,0.19,0.2031,0.58241,0.34379,0.19,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA
35,"2017-04-06","Legacy HC","UniqueJewel",2,0.7269,0.19086,0.19086,1,0.19086,0.69483,0.19086,3.82672,0.58414,0.31862,1,0.99431,0.6831,0.28397,0.56086,0.51483,0.99879,0.25052,0.9781,1,0.24052,5.53793,0.78586,47,118.81586,28.5,57.02,0.19086,168.39224,12.39931,1,1,2,1.96172,0.98276,0.19086,0.19086,0.81586,NA,1.26897,14.6519,0.21207,0.32,NA,7.02224,2.59362,0.20207,1,0.74483,0.62276,4.20931,12.43586,6.96603,11.6481,0.19086,1,0.91276,0.19086,0.39293,0.99638,0.69172,0.72897,0.19,0.20707,0.33121,0.31603,1.82586,9.81845,160.18569,0.19259,NA,1,0.4019,3,2,0.89224,14.14517,0.20086,0.19086,NA,4.34845,0.99966,0.97655,NA,3,0.71517,0.41034,0.19086,0.19086,0.19086,193.44517,65.81172,NA,93.4569,0,NA,248.68603,510.33714,0.28897,NA,0.85638,0.58293,3.58,1.38379,0.96483,0.56431,NA,0.23638,0.19086,0.71,0.38638,0.19759,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29914,NA
36,"2017-04-07","Legacy HC","UniqueJewel",1.97069,0.66517,0.19155,0.19155,1,0.19155,0.92017,0.19155,2.87638,0.33483,0.35569,1.05534,1,0.75586,0.21793,0.63086,0.45207,1,0.24276,0.99328,0.97638,0.20672,6.20448,0.81483,47,117.98707,26.36931,57.27586,0.19155,180.0331,11.83707,1,0.99966,1.9269,1.5869,0.97397,0.19155,0.19155,0.69897,NA,1.8931,14.20672,0.20759,0.31845,NA,5.80052,2.87931,0.23483,0.99931,0.82621,0.74017,4.80241,12.75534,7,10.00379,0.21293,1,0.85966,0.19155,0.49672,0.93293,0.46586,0.98759,0.19017,0.19155,0.3569,0.33793,1.02086,9.69121,163.5319,0.19638,NA,0.96638,0.525,3,2.49828,0.995,12.38759,0.20793,0.19155,NA,4.92172,0.99966,0.94155,NA,2.87328,0.98897,0.59172,0.19155,0.19155,0.19155,199.39448,77.63448,NA,86.80621,0,NA,245.19897,498.78049,0.27845,NA,0.71034,0.64103,3.59707,1.91724,0.96259,0.54034,NA,0.29638,0.19155,0.62534,0.3819,0.21914,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22534,NA
37,"2017-04-08","Legacy HC","UniqueJewel",2,0.68293,0.19,0.21103,1,0.19,0.67,0.19,2.94034,0.34931,0.3419,1.22103,1,0.40241,0.31397,0.43862,0.33466,1,0.32259,1,0.99259,0.22379,5.20741,0.94379,47,116.19,24.90897,57.97448,0.19,216.80086,12.19552,1,0.99966,1.97224,1.51828,0.94328,0.19,0.19,0.68345,NA,1.27466,15.29207,0.24534,0.31172,NA,5.07586,2.99431,0.29741,0.99897,0.68155,0.75448,4.85655,12.46069,7.00828,10.09138,0.27328,1,1,0.19,0.77224,0.74034,0.39948,1,0.30672,0.19,0.30828,0.32017,1.00017,8.38224,167.3,0.24138,NA,0.99569,0.4569,3,2.92276,0.9969,11.44052,0.20741,0.19241,NA,4.90034,1,0.94293,NA,3,0.72931,0.32241,0.19,0.19,0.19,200,63.68086,NA,104.94431,0,NA,247.41345,491.05086,0.27534,NA,0.54207,0.87328,2.60362,1.7919,0.82,0.64103,NA,0.35431,0.19,0.7781,0.26948,0.28414,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30103,NA
38,"2017-04-09","Legacy HC","UniqueJewel",1.99655,0.68517,0.19172,0.19172,1,0.18707,0.98569,0.19172,3.07,0.58948,0.33586,1.46138,1,0.4081,0.21638,0.35379,0.42397,1,0.43362,1,1,0.31414,5.00017,0.97569,47.42207,116.19,25,57.19172,0.19172,212.52724,12.10379,1,1,1.78862,1.81276,0.94534,0.19172,0.19293,0.95517,NA,1.08741,17.73138,0.30328,0.56172,NA,3.95448,2.7481,0.31948,0.99328,0.90552,0.72448,3.77155,13.47276,9.37017,10.49103,0.2881,1,0.99845,0.19172,1,0.69741,0.63414,0.95086,0.30207,0.19172,0.31138,0.39569,1.08086,9.53414,167.15276,0.26534,NA,1,0.33948,3.33172,3,0.9831,12.96759,0.19172,0.265,NA,3.5731,1,0.99586,NA,3.19103,0.33414,0.31672,0.19172,0.21448,0.19172,196.80724,68.83741,NA,107.70431,0,NA,244.26845,481.41534,0.19241,NA,0.58328,0.9931,2.85103,1.81879,0.96155,0.78345,NA,0.56017,0.19172,0.975,0.24483,0.32224,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20845,NA
39,"2017-04-10","Legacy HC","UniqueJewel",1.72483,0.60052,0.19,0.19,1,0.18845,0.97379,0.19,2.68431,0.64259,0.34276,1.99086,1,0.32,0.19,0.33379,0.51259,1,0.53776,1,1,0.42534,5,0.84603,48.53,116.26,25,56.44431,0.20207,200.06983,11.62569,1,1,1,1.99897,0.86293,0.19,0.19,0.62776,NA,1.0769,16.55259,0.25086,0.38414,NA,3.75862,2.90483,0.29672,1,0.715,0.75603,3.7219,10.96431,9.36138,10.68397,0.20241,1,0.91379,0.19517,0.80983,0.72914,0.6631,0.9631,0.27483,0.19845,0.35034,0.3681,1.15466,10.12569,161.29431,0.19,NA,1,0.34293,3.28466,3.22638,1,14.81793,0.19,0.37897,NA,3.88776,1,0.99724,NA,3.69241,0.37621,0.29466,0.19,0.19569,0.19,183.26741,71.2169,NA,115.97,0,NA,243.16948,504.65517,0.19,NA,0.78345,1,2.00517,1.00483,0.945,0.36328,NA,0.42862,0.19,0.85862,0.22483,0.32155,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29621,NA
40,"2017-04-11","Legacy HC","UniqueJewel",1.39328,0.66621,0.18897,0.18897,0.99914,0.18897,0.74241,0.18897,3.15948,0.61845,0.35121,1.98,0.99776,0.36914,0.18897,0.40431,0.4969,0.99931,0.63017,1,1,0.31759,5.03155,0.37517,48.04,116.77,25,55.94,0.18897,184.79517,10.45345,1,1,1.05414,1.94362,0.98086,0.18897,0.18897,0.6869,NA,1.37862,18.30517,0.18897,0.21379,NA,2.92879,2.22103,0.31224,1,0.93138,0.94241,3.54241,13.34569,7.48759,10.91448,0.18897,1,0.91966,0.18897,0.95,0.75897,0.66983,0.97466,0.18897,0.31431,0.41914,0.34862,1.72276,8.67931,170.1169,0.18897,NA,1,0.325,3.00845,3.86138,1,13.90845,0.18897,0.57966,NA,4.0569,0.99879,0.82224,NA,3,0.39845,0.18897,0.18897,0.26034,0.18897,186.00483,69.37293,NA,127.35017,0,NA,237.00483,505.51724,0.18897,NA,0.68259,0.99897,2,1,0.9969,0.33448,NA,0.335,0.18897,0.99983,0.21103,0.46638,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36276,NA
41,"2017-04-12","Legacy HC","UniqueJewel",1.39966,0.48621,0.18914,0.18914,1,0.18914,0.91707,0.18914,3.4919,0.65397,0.41379,1.98586,0.99517,0.97741,0.18914,0.60328,0.45172,1,0.67983,1,1,0.27707,5.05466,0.91069,46.5,117.65845,25.48828,56.6331,0.18914,172.99914,11.88621,1,1,1,1.8319,0.88879,0.18914,0.18914,0.65793,NA,1.99707,19.10086,0.18914,0.24862,NA,2.93707,2.29862,0.19776,1,0.935,0.99776,3.10431,13.92172,7.12466,11.22241,0.18914,0.98776,0.76862,0.19362,0.93466,0.80224,0.9469,0.78707,0.18914,0.33603,0.67,0.32879,1.86672,8.36586,169.93328,0.18914,NA,1,0.47948,3.1519,3.69052,1,13.13138,0.19103,0.27603,NA,4.93793,0.97207,0.81224,NA,3,0.60707,0.28448,0.18914,0.23345,0.18914,184.66397,69.76724,NA,118.46776,0,NA,225.82638,500,0.18914,NA,0.9681,1,2,0.99879,1,0.47724,NA,0.22431,0.19034,0.99259,0.25414,0.39672,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32534,NA
42,"2017-04-13","Legacy HC","UniqueJewel",1.06517,0.46724,0.18552,0.18069,1,0.18069,0.83276,0.18069,3.05931,0.67707,0.43224,1.92603,0.99431,0.96914,0.18069,0.7419,0.46052,1,0.81914,1,0.96138,0.29103,5.03966,0.57672,43.39655,119.13,25,56.95086,0.18069,174.05672,12.73483,1,1.03121,1,1.48,0.76517,0.18069,0.18069,0.80241,NA,1.9619,18.69879,0.20845,0.32534,NA,3.15379,2.85569,0.18069,1,0.98345,0.99259,3.02483,15.13,7.21655,11.33345,0.18069,1,0.96431,0.24207,0.51103,0.82845,0.99897,0.9119,0.18069,0.32879,0.59224,0.3281,1.96,9.03207,172.37397,0.18069,NA,0.99672,0.53259,3.4,3.11121,0.95483,14.11069,0.26259,0.23759,NA,4.6031,0.94793,0.59034,NA,2.97672,0.45,0.25086,0.18069,0.18293,0.18069,186.24724,71.2669,NA,107.89207,0,NA,228.09052,500,0.18069,NA,0.99431,1,2,1,0.99793,0.64483,NA,0.18897,0.29569,0.82603,0.36034,0.32259,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35621,NA
