"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Perandus.Manor","Doryani.s.Machinarium","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
31,"2019-07-07","Legion","UniqueMap",2,1.9101,1.5,3,4,1,10,2,1,1,10,6,73.03096,18,29.91,7,0.71,25,50,17,106.99525,206.38045,NA,NA,NA,NA,NA,NA
32,"2019-07-08","Legion","UniqueMap",2,1.96,1.7,2.9701,4,1,10,1.9101,1,1,11,6,75,19,29.72,6.46035,0.68,26.5364,50,17,119,207.01,NA,NA,NA,NA,NA,NA
33,"2019-07-09","Legion","UniqueMap",1.29505,1.28,1.28,2.17,3.1501,0.69,8.81,1.28,0.96,0.96,11.2404,6,80,18,29,5.8,0.64,28.72391,50,17,115,189.83,NA,NA,NA,NA,NA,NA
34,"2019-07-10","Legion","UniqueMap",1.25,1.28,1.28,2,3,0.91515,9,1.2701,0.96,0.96,9.9901,6,76.84343,18,29.97,5.58,0.64,23.73876,50,16,115,185.33586,NA,NA,NA,NA,NA,NA
35,"2019-07-11","Legion","UniqueMap",1.28,1.28,1.28,2.24,3,0.64,9.6,1.28,0.96,0.96,12,6.08505,75,18,29.65,5.44,0.64,28.91606,50,17,119,187.58,NA,NA,NA,NA,NA,NA
36,"2019-07-12","Legion","UniqueMap",1.1202,1.28,1.1301,2,3,0.64,9.6,1.24,0.93,0.96,11,7,78,18,30,5.0301,0.64,29.94,55,17,120,204.3402,NA,NA,NA,NA,NA,NA
37,"2019-07-13","Legion","UniqueMap",1.24,1,1.24,2,3,0.62,9.2202,1.24,0.93,0.93,9.99505,7,75,18,29.71,4.67525,0.62,30,58,17,130,203.95556,NA,NA,NA,NA,NA,NA
38,"2019-07-14","Legion","UniqueMap",1.2,1,1.2,2,3,0.62,8.4,1.2,0.91,0.9,9.8502,6,75,19,29.69,4.31505,0.6,30,59.6801,18,139,218.23081,NA,NA,NA,NA,NA,NA
39,"2019-07-15","Legion","UniqueMap",1,1,1,2,3,0.6,8.8403,1.15,0.9,0.9,9.8501,6.93,75,18.95515,30,4.5,0.6,30,60,16,135,219.77566,NA,NA,NA,NA,NA,NA
40,"2019-07-16","Legion","UniqueMap",1,1,1,2,3,0.61,7.54,1.16,0.87,0.87,9.0303,6.38,78.26051,18,29.43,4.35,0.58,30,66.38116,16.00051,134,220.84,NA,NA,NA,NA,NA,NA
41,"2019-07-17","Legion","UniqueMap",1,1,1,2,3,0.56,7.29,1,0.81,0.81,9.2103,5.6,80,17,31.15,4.06515,0.54,28.70364,65,16,130,204.04,NA,NA,NA,NA,NA,NA
42,"2019-07-18","Legion","UniqueMap",1,1,1,2,3,0.54,7.56,1,0.81,0.81,9.4302,5.4,83.5903,18,31.88209,4.05,0.54,23.56,65,16,125,204.04,NA,NA,NA,NA,NA,NA
43,"2019-07-19","Legion","UniqueMap",1,1,1,2,3,0.52,7.67015,1,0.78,0.78,9.1001,5.37015,87,18,33.77,4.91025,0.52,23.04229,61.35025,17,120,204.56,NA,NA,NA,NA,NA,NA
44,"2019-07-20","Legion","UniqueMap",1,1,1,2,2.95005,0.52,7.2402,1.04,0.78,0.78,10,5.98,86.97015,17,31.01667,4.03005,0.52,20,64,18,120,204.7801,NA,NA,NA,NA,NA,NA
45,"2019-07-21","Legion","UniqueMap",1,1,1,2,3,0.52,7,1.01005,0.78,0.78,10.4,6.8604,86.7304,18,33.1024,4.27005,0.52,22.00958,68.08354,18,120,221.69,NA,NA,NA,NA,NA,NA
46,"2019-07-22","Legion","UniqueMap",1,1,1,2,3,0.52,6.66,1,0.78,0.75,9.1,8,88.37172,18,33.73,3.9,0.52,25.02321,77.57136,18,120,222.6502,NA,NA,NA,NA,NA,NA
47,"2019-07-23","Legion","UniqueMap",1,1,1,2,3,0.5,7,1,0.75,0.8301,8.75,8,88,18,34.43,4.1701,0.5,25.67,74,18,115,223.8702,NA,NA,NA,NA,NA,NA
48,"2019-07-24","Legion","UniqueMap",1,1,1,2,3,0.48,6.96,1.21005,0.72,0.72,8.4,9,86.55035,18,34.88,4,0.48,25.98,70.53025,19,115,252.90182,NA,NA,NA,NA,NA,NA
49,"2019-07-25","Legion","UniqueMap",0.96,1,1,1.95005,3,0.48,7.2,1,0.72,0.65005,9.90015,8,89,18,34.2,3.69,0.48,26.31167,67.48263,19,119,296.29086,NA,NA,NA,NA,NA,NA
50,"2019-07-26","Legion","UniqueMap",1,0.96,1,2.16,3,0.48,7.2,1.01005,0.72,0.72,9.6,7.2,90,18,34.73,4.8,0.48,26.18559,70,19,116.23101,294.88,NA,NA,NA,NA,NA,NA
51,"2019-07-27","Legion","UniqueMap",1.08015,1,1,2.4402,3,0.70005,6.72,1.2,0.72,0.72,9.6,7.2,90,18,34.96,4.8,0.48,25,70,18,120,294.5803,NA,NA,NA,NA,NA,NA
52,"2019-07-28","Legion","UniqueMap",1.2,0.96,0.96,2.4,2.53,0.72,6.72505,1.2,0.72,0.72,9.6,6.8603,90,18,34.98,4.8,0.48,25.18534,72.08081,18,120,313.13,NA,NA,NA,NA,NA,NA
53,"2019-07-29","Legion","UniqueMap",1.05,1,0.96,2.4,3,0.72,7.2,1.2,0.72,0.72,9.6,7.67015,94.14005,19,34.55,5.28005,0.48,25,73.34066,20,120,315.2701,NA,NA,NA,NA,NA,NA
54,"2019-07-30","Legion","UniqueMap",1,1.72,1,2.58005,2.99005,0.72,7,1.41005,0.72,0.72,9.6,7.9002,93,19,35,5.24005,0.48,25.59447,70.93071,19.8401,120,318.9601,NA,NA,NA,NA,NA,NA
55,"2019-07-31","Legion","UniqueMap",1.15,1.2,1,2.5,3,0.72,6.9,1.15,0.69,0.69,9.52066,7.92015,92.94,18,35.72,5.8901,0.46,28.13523,73,19.91015,119,285.65727,NA,NA,NA,NA,NA,NA
56,"2019-08-01","Legion","UniqueMap",1.2,1.2,1.07005,2.71015,2.4,0.72,7.2101,1.44,0.72,0.72,9.43,8,93.34283,18,35,6,0.48,28.08,72.68071,19.88,120,268.8,NA,NA,NA,NA,NA,NA
57,"2019-08-02","Legion","UniqueMap",1.3501,1.3301,1,2.14,2.5,0.72,7.2,1.32,0.72,0.72,9.41,7.95505,100,18,37.722,5.29505,0.48,30,70.96061,20,120,270.64,NA,NA,NA,NA,NA,NA
58,"2019-08-03","Legion","UniqueMap",1.2,1.15005,1.0001,2.3801,3,0.72,7.00051,1.2,0.72,0.72,9.0301,9.68056,99.7001,18,37.89,4.8,0.48,30.93723,73.44025,20.5401,120,273.2,NA,NA,NA,NA,NA,NA
59,"2019-08-04","Legion","UniqueMap",1.44,1.2,1.44,2.63005,3,0.72,6.72,1.44,0.72,0.72,8.4,7.2,95.72035,20,37.81,4.8,0.48,31.7,77.85076,23,130,275.1001,NA,NA,NA,NA,NA,NA
60,"2019-08-05","Legion","UniqueMap",1.20005,1.07,1.44,3,3,0.72,6.72,1.3,0.72,0.72,9,8.61005,94,19,37.83,4.96005,0.48,32.03889,74.60056,22,137,295.36121,NA,NA,NA,NA,NA,NA
61,"2019-08-06","Legion","UniqueMap",1,1.16015,1.38,2.53005,2.68005,0.7001,6.72,1.43,0.72,0.72,8.5601,7.4301,96,19,39.64,4.8,0.49,28.56982,75,23,140,279.28096,NA,NA,NA,NA,NA,NA
62,"2019-08-07","Legion","UniqueMap",1.2,1.10505,1.44,3,3,0.72,7.17505,1.44,0.72,0.72,8.99505,7.2,98.49051,19.54505,40,4.8,0.6,30.02983,74.22515,25,149.0401,277.98525,NA,NA,NA,NA,NA,NA
63,"2019-08-08","Legion","UniqueMap",1.25,1,1.25,3,3,0.75,7.06056,1.5,0.75,0.75,10,9.35066,95,20,40,5,0.62,31.95831,76.65066,26,150,302.1402,NA,NA,NA,NA,NA,NA
64,"2019-08-09","Legion","UniqueMap",1.4,1,1.4,3,3,0.84,8.00005,1.62,0.84,0.84,10.64,9.89015,91.01106,20,40,5.6,0.72005,33.04,75,25,160,290.52,NA,NA,NA,NA,NA,NA
65,"2019-08-10","Legion","UniqueMap",1.5,1.2,1.55,3,3,0.93,9,1.8,0.93,0.9,11.20015,9.8404,95,20,43.24,6,0.9,34.75313,80.00167,28,160,290.24101,NA,NA,NA,NA,NA,NA
66,"2019-08-11","Legion","UniqueMap",1.55,1.3001,1.66005,3,3,0.96,9.6,1.17464,0.96,0.96,12.4803,9.98,94.74015,20,43.42,6.4,0.96,31.14558,80,29,166.4302,289.05,NA,NA,NA,NA,NA,NA
67,"2019-08-12","Legion","UniqueMap",1.93005,1.6,1.65,2.97,3,0.99,9,1.98,0.99,0.99,11.55,10,92.69096,20,45.8,6.3801,0.99,30.43036,80,25,163.20116,291.19745,NA,NA,NA,NA,NA,NA
68,"2019-08-13","Legion","UniqueMap",1.36,1.36,1.65,3,3,0.99,8.14,1.74045,0.99,0.99,11.55,11.90005,90,20,51.42,6,0.7,30,78,25,156.34005,281.41,NA,NA,NA,NA,NA,NA
69,"2019-08-14","Legion","UniqueMap",1.46,1.09025,1.65,3,3,0.99,8.1103,1.65,0.99,0.99,11,11.8301,89,20,51.72,6,0.96,30,78,27.60081,149.96,294.6574,NA,NA,NA,NA,NA,NA
70,"2019-08-15","Legion","UniqueMap",1.6,1.07005,1.5,3,3,1,8.94,1.7,1,1,10.2,12.7804,86.67005,20,52.10696,6,0.8502,32.68,76.16212,28.00005,162.0901,294.9499,NA,NA,NA,NA,NA,NA
71,"2019-08-16","Legion","UniqueMap",1.50505,1.56,1.01,3,3,0.96,8.94,1.6,0.96,0.96,10,10.60525,85,20,53.32,6,0.87505,37.28,75,30,158.53758,289.92,NA,NA,NA,NA,NA,NA
72,"2019-08-17","Legion","UniqueMap",1.32,1.5,1.5,3,3,0.9,7.4901,1.5,0.9,0.9,9.8202,10.9003,85,20,57.48,5.79505,0.9,37.46,70.67505,30,160,287.67687,NA,NA,NA,NA,NA,NA
73,"2019-08-18","Legion","UniqueMap",1.46005,1.48,1.52,3,3,0.9,7.97005,1.5,0.9,0.9,9.77005,10.1501,80.26071,20,58,5,0.68,32.44556,75,30,157.5003,293.96845,NA,NA,NA,NA,NA,NA
74,"2019-08-19","Legion","UniqueMap",1.5,1.2,1.5,3,3,0.9,8,1.2,0.9,0.9,9.2004,10.32535,80,20,58.6,5.82,0.9,38.65,75,30,150,342.48,NA,NA,NA,NA,NA,NA
75,"2019-08-20","Legion","UniqueMap",1.5,1.30005,1.5,3,3,0.9,8,1.5,0.9,0.9,9.38051,10,78.00384,20,60,5.75,0.9,30,74.36045,28.25,150,340.35015,NA,NA,NA,NA,NA,NA
76,"2019-08-21","Legion","UniqueMap",1.5,1.07505,1.54505,3,3,0.9,7,1.8,0.9,0.9,10,10,75,21.66,60,6,0.82515,30,70,27.50606,151.98081,340.25864,NA,NA,NA,NA,NA,NA
77,"2019-08-22","Legion","UniqueMap",1.74,1.17,1.5,3,3,0.9,7.0501,1.8,0.9,0.9,9.9,10.9201,78.33116,22,60,5.30081,0.87005,30,68.36081,28,155.01828,341.32,NA,NA,NA,NA,NA,NA
78,"2019-08-23","Legion","UniqueMap",1.5,1,1.5,3,3,0.99,7.66,1.91005,0.93,0.9,10,11.28005,75,24,60,5.74,0.9,30,70,25,160,341.32,NA,NA,NA,NA,NA,NA
79,"2019-08-24","Legion","UniqueMap",1.5,1.14,1.5,3,3,0.9,7.18,1.8,0.9,0.9,9.00505,13,75,25,61.66,6,0.9,26.43,74.0303,25,160,367.28136,NA,NA,NA,NA,NA,NA
80,"2019-08-25","Legion","UniqueMap",1.5,1.2,1.5,3,3.0001,0.93005,7.80015,1.5,0.9,0.9,9.93,12,75,30,64.08,6,0.9,27.19905,70,25,160,352.435,NA,NA,NA,NA,NA,NA
81,"2019-08-26","Legion","UniqueMap",1.81,1.5,1.5,3,3,1,7.59505,1.86,0.93,0.93,9.6801,12.4702,75,30,70.39,6,0.6,26.35,70,25,152.5,363.21416,NA,NA,NA,NA,NA,NA
82,"2019-08-27","Legion","UniqueMap",1.24,1.52,1.26005,3,3,0.93,7,1.55,0.93,0.93,9.1001,12.2501,75,30,72.17053,6,0.62,26.74,70.6301,22,145.87035,352.58,NA,NA,NA,NA,NA,NA
83,"2019-08-28","Legion","UniqueMap",1.55,1,1.63,3,2.9402,0.93,7.25,1.83005,0.93,0.93,9.03,10,75,30,74,5.2402,0.9,28.65,68.87005,25,152.72,353.02,NA,NA,NA,NA,NA,NA
84,"2019-08-29","Legion","UniqueMap",2,1,1.86,2.78,3,0.94005,7.60005,1.86,0.93,0.94005,9.17005,10,77.48,32.4904,73.06136,5.9,0.93,28.08,71.3501,25,155,391.906,NA,NA,NA,NA,NA,NA
85,"2019-08-30","Legion","UniqueMap",2,1.07,1.77,3,3.13,1,8,1.86,0.93,0.93,10,10,80,34,70.52,5.88005,0.93,28.69,79.06005,25,160,402.04,NA,NA,NA,NA,NA,NA
86,"2019-08-31","Legion","UniqueMap",1.91,1.5,1.8,3,3.1,1,8,1.8,1,0.97,9,9.00045,80,33.0302,72,5.16015,0.9,26.2,80,25,169.09091,442.752,NA,NA,NA,NA,NA,NA
87,"2019-09-01","Legion","UniqueMap",1.89,1.50005,1.86,4,4,0.93,8,1.8,1,1,9.58005,9.48035,80,27.06,72.22,6,0.93,26.25,77.12354,25,170.83056,473.44697,NA,NA,NA,NA,NA,NA
88,"2019-09-02","Legion","UniqueMap",1.06,1,1.86,3.95005,3.1202,0.93,8,1.53015,0.9601,0.93,9.82,9.86,80,26.35268,72.96,6,0.9101,27.85119,72.91035,25,188.2,475.6772,NA,NA,NA,NA,NA,NA
89,"2019-09-03","Legion","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
1,"2019-12-13","Metamorph","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0
2,"2019-12-14","Metamorph","UniqueMap",3,12.74,2,3,3,2,9,3,5,1.07357,6,9.8725,15.5,9.91,20,6.20308,2,NA,NA,NA,59.87452,38.51,0,196.47,0,0,4,0
3,"2019-12-15","Metamorph","UniqueMap",3,17.92048,2,5,3,2,9,2,4.2,2,5,14.00813,18,10,13.68,5,2,NA,NA,NA,45,25,26.33,81.45,78.96333,60,6,78.524
4,"2019-12-16","Metamorph","UniqueMap",3,19.03,3,6,3,2,11,2,4,2,5,16.25313,20.22714,9,12,5,1.23005,NA,NA,NA,43.66182,74.05431,40,42.99788,90,40,8,46.66923
5,"2019-12-17","Metamorph","UniqueMap",4,32.24055,3,7.46813,3,3,11.82562,2,3,2,10,21,28,10,11,5,1.96,NA,NA,NA,45,78,40,38,75.88233,35.40667,9,38.01354
6,"2019-12-18","Metamorph","UniqueMap",4,30,3,9,4,3,11,2,3,2,9,22.93,29.77027,10,11,5,1.5,NA,NA,NA,60,95.98,36,31.47563,72.18667,31.75623,10,30
7,"2019-12-19","Metamorph","UniqueMap",4,27.74556,3,9,4.21545,3,11,2,3,2,8,28,28,10,12.16,5,1,NA,NA,NA,62.87651,121.58875,40,37,75,36.74425,12,39.8013
8,"2019-12-20","Metamorph","UniqueMap",3.8,27,3,7.62005,4,2.00227,10,2,3,2,7,25,29.11936,10,13.53,5,1.4701,NA,NA,NA,65.01131,132.25712,35,32,119.24103,30,14,35
9,"2019-12-21","Metamorph","UniqueMap",3.37545,26,2.87,6.80505,4,2,10,2,2,2,7,26.74028,28,10,15.615,5,1,NA,NA,NA,70,117.17,31.49727,28,83,29.65723,12.5303,32
10,"2019-12-22","Metamorph","UniqueMap",3,25,2.73,6.00061,4,2,10,2,2,2,7.78015,29.93253,28,10,16,5,1,NA,NA,NA,69,107.98727,32,29,80,30,14,30
11,"2019-12-23","Metamorph","UniqueMap",3,28,2.6001,6.13545,4,2,9,2,2,2,7,29,28.45515,10.02525,17,5,1,NA,NA,NA,69.58535,115.21684,33,30,80,33,13,33
12,"2019-12-24","Metamorph","UniqueMap",3,29,2,7.2,4,2,9,2,2,2,7,29,30,10,16.73724,5,1,NA,NA,NA,74,118.45354,35,31,80.37374,34,14.07556,33
13,"2019-12-25","Metamorph","UniqueMap",3,29,2.1,9.77071,4,2,9,2,2,2,7,30,33,10,17,4,1,NA,NA,NA,80,120,35,31.97015,114.87066,35,15.9602,34
14,"2019-12-26","Metamorph","UniqueMap",3,29.1604,1.98,10,4,2,9,2,2,2,7,30,33,10,17.48,4,1,NA,NA,NA,86,128.52,34,30,115,34,18,32.82576
15,"2019-12-27","Metamorph","UniqueMap",3,30,1.86,9,4,2,8,2,2,2,7,30,34,10,18,4,1,NA,NA,NA,90,144.10869,35.29697,34.4901,130,35,19,34.56025
16,"2019-12-28","Metamorph","UniqueMap",3,30,2,7,4,2,8,2,2,2,7,33.28,32.2401,10,18,4,1,NA,NA,NA,112.40051,146.99,40,36.80096,147.0303,38,20,38
17,"2019-12-29","Metamorph","UniqueMap",3,30,2,9,4,2,8,2,2,2,8,37.08855,32,10,17.86,4,1,NA,NA,NA,105.40404,140.8804,39,36,153.80293,38.64545,20,38
18,"2019-12-30","Metamorph","UniqueMap",3,30,2,9,4,2,8,2,2,2,7,40,34,10,18,4,1,NA,NA,NA,100,137.9701,37,30.35308,175.00146,35.73136,18,34.31096
19,"2019-12-31","Metamorph","UniqueMap",3,30,2,9,4,2,9,2,2,2,7,38,35,10,18.25,4,1,NA,NA,NA,99.9604,134.8101,36,34,239.53657,35,18,34.60505
20,"2020-01-01","Metamorph","UniqueMap",3,30,2,9,4,2,8,2,2,2,7.48056,39,33,11,18.25,4,1,NA,NA,NA,100,132.99,37,34,263.50081,35,19.85,35
21,"2020-01-02","Metamorph","UniqueMap",3,30,2,9,4,1.83045,9,1.6501,2,2,7,38,33,10,19.49,4,1,NA,NA,NA,99,130.02,37,34.48035,239.06475,35,20,36.95025
22,"2020-01-03","Metamorph","UniqueMap",2.48,30,1.55,6.82,4,1.55,8,1.24,2,1.55,7,38,32.7004,10,21.13,4,1,NA,NA,NA,97,129.52,37,34,221.4596,35,21,35
23,"2020-01-04","Metamorph","UniqueMap",2,30,1.55,6.19505,4,1.52,8,1.1402,2,1,7,38.2701,30,10,26.67714,4,1,NA,NA,NA,95,128.52,35.06061,33,220,35,20.84525,36
24,"2020-01-05","Metamorph","UniqueMap",2,30,1.6,6.08,4,1.4801,8,1,2,1,7,38,31.00015,10,30.91,3.8,1,NA,NA,NA,96,120,35,32,225,33,20,34
25,"2020-01-06","Metamorph","UniqueMap",2.17,30,1.55,5.27,4,1.55,8,1,2,1.24,7,38,31,10,30.4,3,1,NA,NA,NA,99,119.02,35,32,220,32,20,32.32515
26,"2020-01-07","Metamorph","UniqueMap",2,30,1.5,5.27,4,1.5,8,1,2,1,7,38,31.37106,10,31,3,0.98,NA,NA,NA,98,116.50035,34,30,249,32,20,34
27,"2020-01-08","Metamorph","UniqueMap",1.99005,30,1.45,5,4,1.16,8,1,1.98,1,6.19086,34.93035,30.22,10,31,3,1,NA,NA,NA,100,110.26,35,30,236.04051,30.6001,21,32
28,"2020-01-09","Metamorph","UniqueMap",1.96005,30,1.45,4.93,3.25081,1.12,7,1,2,1,7,35,30,10,31,3.65035,1,NA,NA,NA,108,110.99,32,30,250,30,20,33
29,"2020-01-10","Metamorph","UniqueMap",1.74,29.40015,1.45,4.64,3,1,6.56091,1,2,1,6,34,29,10,30,3,0.9101,NA,NA,NA,105,111.49,34,32,250.00591,32,21,35
30,"2020-01-11","Metamorph","UniqueMap",1.59515,29.92515,1.45,4.72505,3,1,7,1,1.78505,1,6,34,28,10,30,3,0.87,NA,NA,NA,100,113.03535,32.58626,30,258.68253,30,20,30
31,"2020-01-12","Metamorph","UniqueMap",1.64,30,1.45,4.63005,3,1,6.00313,1,1.61,1,6,35,28,10,31.16,3,0.87,NA,NA,NA,102.45025,115.61798,35,28.90051,255,30,23.69,30
32,"2020-01-13","Metamorph","UniqueMap",1.62,28.2802,1.35,4.1801,3,1,6,1,1.62,1,6,35,27,10,32,3,0.87015,NA,NA,NA,108.1901,125,37,30,273.24874,30.4501,24.00197,31.45278
33,"2020-01-14","Metamorph","UniqueMap",1.56,30,1.3301,4.0702,3,1,6,1,1.0202,1,5,35,29,9,38,3,0.94005,NA,NA,NA,110,148.09015,38,34,320,35,27,35
34,"2020-01-15","Metamorph","UniqueMap",1.67505,30,1.3,4.42,3,1,6,1,1.04,1,5,35,29,9,35,3,0.78,NA,NA,NA,110,147.82,39.65505,34,312.46747,35,30,38.82525
35,"2020-01-16","Metamorph","UniqueMap",1.56,30,1.25,4.67005,3,1,6,1,1.3,1,5,35,30,9.91005,35,3,0.78,NA,NA,NA,115,150.00081,44.45121,35.17076,315,36.8604,30,40
36,"2020-01-17","Metamorph","UniqueMap",1.5,30,1.25,5,3,1,6,1,1.48,1,5,35,33,9.64056,33.36,3,0.75,NA,NA,NA,120,154.88045,52.21338,49.35051,312.43086,49,30,51.7204
37,"2020-01-18","Metamorph","UniqueMap",1.5,30,1.25,4.5,3,1,6,1,1.25,1,5,35,34,10,34.86932,3,0.78505,NA,NA,NA,125,160,50,45,315,48,29.94556,50
38,"2020-01-19","Metamorph","UniqueMap",1.5,33,1.25,4.32,3,1,7,1,1.37,1,5.17066,35,33,10,35,3,0.75,NA,NA,NA,127.59096,160,47,43,317.92247,45,27.12141,45
39,"2020-01-20","Metamorph","UniqueMap",1.44,34,1.2,4.08,3,1,6.17061,1,1.2,1,6,35,34,9,34.15,3,0.75,NA,NA,NA,122.0704,164.56182,50,45,340.22141,45,25,46.77116
40,"2020-01-21","Metamorph","UniqueMap",1.44,30,1.2,4.08,3,1,6,1,2,1,6,34,33,9,35.51,3,0.72,NA,NA,NA,120,169.1901,50,49.2504,353.42485,49.09566,27.69505,53
41,"2020-01-22","Metamorph","UniqueMap",1.44,30,1.25,4.42,3,1,6,1,2,1,6,35,34.8303,9,39.68,2.5202,0.78,NA,NA,NA,120,173.16328,59.24025,55,383.52485,58.4602,30,60
42,"2020-01-23","Metamorph","UniqueMap",1.44,30,1.24005,4,2.6001,1,6,1,1.86,0.8501,5.4102,35,36.49081,9,39.15,2.08,0.75,NA,NA,NA,120,183.67005,60.10152,55,452.33924,54,32,60
43,"2020-01-24","Metamorph","UniqueMap",1.56,30,1.3801,4.35,2.5801,1,6.2,1,1.6,0.99,5.99,36,35.06515,9,39,2.6,0.78,NA,NA,NA,114.30515,183.28758,59.91091,55,439.57,50.19677,30,56.51131
44,"2020-01-25","Metamorph","UniqueMap",1.98,30,1.56015,5.03,3,1,6,1,1.32,1,6.0102,38,36.32066,9,38.43786,3,0.99,NA,NA,NA,115,179.95,58,50,385.55308,50,31.72,57.10051
45,"2020-01-26","Metamorph","UniqueMap",1.99005,30,1.75,5,3,1,5.99005,1,1.9515,1,6.5601,38,35,9,39.22,3,1,NA,NA,NA,110,181.79,57.41035,50,390,54,30,58
46,"2020-01-27","Metamorph","UniqueMap",2,34,1.7,5.4501,3,1,6.8,1,1.94,1,6.48,39,38,9,39.3,3.06,1,NA,NA,NA,114.17091,182.78212,59.88081,50,393.14939,53,29,54.19182
47,"2020-01-28","Metamorph","UniqueMap",1.69061,35,1.28,4.8903,2,1,6,1,1.15,0.93,5.79005,39.7201,40,10,39.41,2.99,0.93,NA,NA,NA,111.49293,178.97045,59,50,421.22071,52,27.9601,60
48,"2020-01-29","Metamorph","UniqueMap",1.86,34,1.55,4.96,3,0.93,5.27,0.97,1,0.93,5.58,39,39,9.8203,40,3.05,0.93,NA,NA,NA,110,179.92025,59.13005,50,411.28364,50,29,56.97015
49,"2020-01-30","Metamorph","UniqueMap",1.5,33,1.29505,4.8,3,1,4.8,1,1,0.95505,5,38,33,8,40,2.9,0.9,NA,NA,NA,110,180.2004,60,50,406.87,55,30,63.02525
50,"2020-01-31","Metamorph","UniqueMap",1.45,30,1.14005,5.1301,2.97,0.87,5,1,1.45914,1,4.68005,34.0001,29.95025,8,39.72609,2.9,0.87,NA,NA,NA,105,189.93035,60,49.6101,433.12051,55,29.54071,64.74131
51,"2020-02-01","Metamorph","UniqueMap",1.45,31.95051,1.16,5.69505,2.55131,1,4.47505,1,1.98,1,5,35,35,8,40,2.8202,0.87,NA,NA,NA,105,193.6502,60,50,438.73515,58,30.23525,60
52,"2020-02-02","Metamorph","UniqueMap",1.4,33,1.1602,5.04,2.8,0.93,5.04,1,1.17,1,4.93,35,35,8.91035,40.01,2.8,0.84,NA,NA,NA,110,209.96025,54,44,441.05051,50,31.23045,60
53,"2020-02-03","Metamorph","UniqueMap",1.4,34,1.4,5.14,2.5901,0.84,4.93,1,1,0.88,4.98,38,33.84081,9,40,3,0.85,NA,NA,NA,119.22005,217.19025,55.28227,43.6103,490.35177,49,29.71015,55
54,"2020-02-04","Metamorph","UniqueMap",1.4,35,1.4,4.91,2.69005,0.96005,4.46,0.99,1,0.84,4.86,39.20015,35,8.18,41.4,2.7,0.84,NA,NA,NA,129.26025,253.63434,64.9801,52,540.29475,55.54429,30.03015,60
55,"2020-02-05","Metamorph","UniqueMap",1.59505,35,1.4,5,2.8,0.84,4.62515,1,1,0.87,4.92505,39.21545,36.8501,9,41.95,2.8,0.94505,NA,NA,NA,123.39,270.26,69.08515,64,538.58343,65,30.80061,74
56,"2020-02-06","Metamorph","UniqueMap",1.48505,35,1.4,5,2.58,0.99,4.94,0.97,1,0.87505,4.64,39,38,8.13556,44.56,2.9,0.87,NA,NA,NA,120,270.3,70,60,522.40677,63,30.3201,68
57,"2020-02-07","Metamorph","UniqueMap",1.5,35,1.40505,4.8202,2.9,0.91515,5.22,0.87505,1.73,0.97,5,39.43505,39,9.7701,48,2.9,0.87,NA,NA,NA,125,266.13051,69,60,538.24465,64,33.36869,65
58,"2020-02-08","Metamorph","UniqueMap",1.74,35,1.5,4.93,2.61,0.93,5.22,1,1.99,0.93,4.96,38.94556,39,9.76071,50,3,0.9,NA,NA,NA,130,259.62,64.73586,58,556.56121,61.9901,35,65
59,"2020-02-09","Metamorph","UniqueMap",1.8,35,1.5,5,3,0.9,5.2601,0.90505,2,0.93,5,40,39,9,50.21,3,0.9,NA,NA,NA,144.5701,260.32,67.23172,59.83172,594.96051,64.0901,35,68
60,"2020-02-10","Metamorph","UniqueMap",1.54,38,1.16,5.04,2.8,0.88505,4.66525,0.87,1.96762,0.87,5.0301,40,40,9,50.68,2.9,0.87,NA,NA,NA,140,260.15566,85,80,567.28606,88,38.05051,111.17768
61,"2020-02-11","Metamorph","UniqueMap",1.68,38,1.12,4.35,2.8,0.84,4.8801,0.84005,1.35,0.84,5,40,39,9,50,2.5201,0.84,NA,NA,NA,139.1001,254.19005,84.7203,80,587.19061,80,35,106.39152
62,"2020-02-12","Metamorph","UniqueMap",1.45,38,1.40005,4.35,3,0.87,4.76,1,1.33041,1,5,40,40,10,50.06708,2.88005,0.87,NA,NA,NA,140,260.26071,80,79.7801,585.36015,80,37.23035,100
63,"2020-02-13","Metamorph","UniqueMap",1.55,38,1.48,4.88,3,1,4.96005,1,1.39,1,5,40,37.0402,9,49,3,0.9,NA,NA,NA,134.61197,261.02177,85,72,570.36015,80,39.20035,91.77116
